Sample_ID,Group,plot_col,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,Var.Prop
SAR_00_2443,WCR,grey,0.00296132668052973,0.0148558658398773,-0.0103530906228181,0.00179267725703223,-0.0138625029412236,0.0123837614759133,-0.0093063093545871,-0.00548757733939638,-0.00702476351949993,0.0101413558444876,0.0154816698823267,0.000705437257577612,0.024742034009186,-0.0344600697988013,0.0105380640929243,0.0219616360013287,-0.000689552295241367,-0.0515375060013297,-0.0358578582961903,-0.00233824011014721,0.0498403492202202,0.0328108961828781,-0.0539398418127392,-0.0242018257070685,-0.00224983871710472,-0.0327169507493253,-0.00810695872874947,-0.0542510148304175,0.0172312687097462,-0.0217452147762645,-0.0234781624121053,0.0171607539166992,0.00361248564364784
SAR_00_2445,WCR,grey,-0.00621172427951748,-0.0336047907689092,-0.00161193415824926,0.0314488481762777,-0.0210370688859836,0.0128993099191405,-0.0281556728754982,-0.0133665231469822,-0.00272737188708033,0.0019177494965238,0.00255395014478349,0.0215282399077982,-0.0121722812360383,-0.0309529811174912,-0.00154682933093215,-0.0318744837692674,-0.0132383499851024,0.00960504453942286,-0.037812971275884,-0.0083984659988142,0.0136318161056958,0.014035844899569,-0.00144416983607753,0.0300375699598085,-0.0142874982173761,-0.00293648323062681,-0.0392800514347653,-0.0080541495645704,0.0259146777789198,0.0117113719958741,-0.0204825647478306,-0.021521302969261,0.00359766185692014
SAR_00_2446,WCR,grey,-0.00257218350085288,-0.023503352407312,-0.0198736867287589,0.00317464249540891,-0.0197043104037528,0.02543033391136,-0.0414427054965242,-0.0204009752780673,0.0154086550810605,0.0321681109834367,-0.0250485987340329,-0.019665329314443,-0.0323731962395782,0.0609070820118355,0.0129629549922901,-0.0203092830694563,0.00481816050572753,-0.0238769933881222,0.0635119214436341,0.110636110588803,-0.0409499191315512,-0.00233996435523982,-0.108373703787166,-0.0013897173749235,-0.0700378450993421,-0.00485886986289976,-0.0322668847877995,0.0222086235418331,-0.0591363575532405,-0.0715475359821246,0.0533239109176688,0.03695503186026,0.00337815442797493
SAR_00_2447,WCR,grey,-0.00652368196503193,-0.0217842824845972,0.00203782486344209,0.00582596515431939,0.0111177078882105,-0.0119191648257982,-0.00539180634200598,0.000753050558357101,-0.0593152195577203,-0.0101164263047557,0.0136397989771819,-0.00921861879365419,-0.00382029239631777,-0.0227158640773592,-0.0210956317515129,0.0195750403510614,-0.00460804734655218,0.0151744840398447,-0.0190247703224048,-0.016192322085151,0.0417655596308443,-0.010739538543679,0.0331079513743676,0.0737861230701878,-0.00896734598315389,-0.00104859947637226,-0.0048317481263022,0.0134347586847198,0.00860848037765614,0.00254399007999713,0.0580765532939591,-0.0234442003426528,0.0033027516555955
SAR_00_2505,WCR,grey,-0.00565801163976523,0.0199762857966818,-0.00937995548853733,0.0135188498991219,-0.0285415907528992,0.018700963146273,0.00536416850077096,-0.0190945558500757,0.0144915364023138,0.0056755477229648,0.000283109251675271,-0.0170313968886611,0.022817847181041,-0.0161078528421643,0.0115546500262235,-0.0116609798743635,-0.0105476361541673,0.00220281948273999,-0.0147446548186682,-0.0196769507373734,-0.0162616203781011,0.011759449470002,0.0120260139511414,-0.00424968268714991,-0.00218690574373075,-0.0056220053188822,-0.0311841033239394,0.023110235269804,0.00503015812780907,0.00183564326344775,-0.00876267487184785,-0.00173502683733972,0.00329971654197619
SAR_00_2506,WCR,grey,-0.00361625395540003,0.0258093547478291,-0.00205108857837636,0.0122240745711913,-0.0190886100546084,0.0129470922449479,0.00354485435714295,-0.00997011915736572,0.0187733569620842,0.00967959160983123,-0.00152050538038672,0.00992854323578237,-0.0187592616118626,-0.0258213374260504,0.00645853958419148,0.0227636659419451,0.00583311608677192,0.00912084568336346,-0.0113605282636264,-0.00578773076404162,0.011699310789164,-0.00581429720149691,-0.0280297243591697,-0.00102809169145942,-0.0209333751887309,0.00189788397228225,0.00952527660075217,0.00642741670033254,0.0193209611204869,0.00619671498805692,-0.0170028252765022,-0.0222464185483086,0.00324254756934649
SAR_00_2508,WCR,grey,-0.00149146116896861,-0.00190417486881968,-0.0197293011470113,-0.00397013096969686,-0.017293392577206,0.0222679414123862,-0.00314246971635203,-0.0079779010708852,0.0158527091873304,0.0160168498910796,0.00239344008405697,-0.0183405994069048,0.0329381484276814,-0.00703040561293375,0.0206196447095565,-0.0093662011498566,-0.00284426113869981,0.0290367413283358,-0.0165313278877605,0.00584161452626777,-0.00358017740491842,0.0279735042746296,-0.0456204461848947,-0.0217085528053742,0.0433999892345601,-0.00390494886094307,0.0229566788440603,0.038485463883636,0.0157059628680968,-0.00115608007276215,0.00183536609811676,-0.00657766993478826,0.0031509190166941
SAR_00_2510,WCR,grey,-0.007239555425434,0.0119410872993796,-0.0239210210297312,0.0129892738425526,-0.0163645035879553,-0.0138780992047985,-0.0186104376668954,-0.0287231076410134,0.00883783373634646,0.0361611258729948,-0.0130794583423583,-0.000893703562138666,0.00600599174885947,0.00171031839936254,-0.0027994206366199,0.0257018549630655,-0.0207708541799579,0.0143811770292454,-0.0238521070607065,0.04670797596383,-0.0217977050979758,-0.0151981122631966,-0.010751799864732,0.0102388744105007,0.0329830197819793,0.00117057085521799,0.0353507658432655,0.0302351013673842,0.0422404375148418,0.0192547308059139,-0.0228857875354543,0.00907725981926436,0.00306963510715632
SAR_00_2511,WCR,grey,-0.00122110594698473,-0.00591189387579082,-0.0110466010574932,-0.00838576750192691,-0.00186453239403639,0.0285341046104711,0.00641888205631222,-0.00504636469210447,0.00730660525210897,-0.0474007156293566,-0.0302911677466638,-0.0334174307749699,0.030735235448151,-0.0546945922033825,0.00787893418413746,0.00121843396519035,-0.0566727379606243,0.0428170646439001,0.0323805553183263,0.024172964149887,0.00131657882900507,0.0180012144591854,0.0459815690798097,-0.0273440610641871,0.00799959043464689,-0.0162954972512802,0.0558514187551164,0.0460617929361934,0.0370146981903216,-0.000127730651595333,-0.0502565336003997,0.0497018987917902,0.0030288898964406
SAR_00_2513,WCR,grey,-0.00820607830773639,0.0128048324454669,0.0151685052215558,-0.0101399902155182,0.00444631659566871,0.0143538457735424,0.0193181196046697,0.012057490048569,0.00856260156233866,-0.00739132669643132,-0.00159542555429689,-0.0166684450404417,0.00637194463514499,0.0126597963220696,-0.0142587369075645,-0.0272919842174277,-0.0168945959010362,-0.0192934883061696,-0.00892728283472918,0.00120063153971109,0.00706901641167073,0.0446624850391282,0.0158985294635336,0.00166403629671003,-0.00639911988269325,-0.0082468914788281,0.0017486831065176,0.0332162614523355,-0.0040003486377979,-0.0171449236619665,-0.0338995778115778,-0.00223750477776977,0.00300682337272066
SAR_00_2514,WCR,grey,0.00703858081999005,0.0126441282991501,0.0187037757828755,0.024063009590577,-7.650144125821e-05,0.0579257877740022,0.0327524854189479,-0.0454423639078651,-0.0844500410377706,-0.0110121796807678,-0.0622864025310595,0.0138678024463514,0.0203712250583789,0.0175994039615771,0.0163271917306889,-0.0322143382103589,0.0326865318540027,-0.031384330498161,-0.0497406951969475,0.0753246668466171,-0.0205809937998582,-0.0917376270659145,-0.0399469791616404,0.0329380835156071,0.0538470615061125,-0.040912010392609,0.0385232910947062,-0.0352793319880866,-0.0808446277066093,0.0303354099734346,-0.112173701975121,0.0213047499428284,0.00296923724775185
SAR_00_2516,WCR,grey,-0.0035066711152234,-0.0421913092455074,0.0133644255763544,0.00846760161923736,0.00312959036146203,-0.027980643609648,0.0223573170107875,0.0023958197756502,-0.0183760424306541,0.00532024889970401,0.00341039824279898,0.00986248094742171,0.00054972281715623,-0.0111708999098903,-0.0236234441015778,-0.00872588012134896,0.0144008258072558,0.0175839391397924,0.0111950679413312,-0.0099291058012579,0.00236429750423002,-0.00264977294723066,0.0231545130038829,0.0260951069759936,0.0398906357824403,-0.0365467018339204,-0.00920834227712333,0.000180089180655332,0.0158026204679161,0.0104009662856678,-0.00792013113752707,-0.0386594607714874,0.00296075598400217
SAR_15_5900,F1 - Juvenile,blue,-0.00366815475974286,-0.0197912684964825,-0.0355733699953927,0.0118296973865691,-0.0798949516453637,-0.0124819376478207,-0.0400663964932462,0.0502424809911021,-0.0138477295243254,-0.0349057055754666,-0.037532605097689,0.0221127683219361,0.00843814700437163,-0.0448005532149438,-0.0167601955783103,0.00645063609538774,-0.0543534163233156,0.00967490568114411,0.0166298562864452,-0.00301613540763293,-0.013232597624271,-0.00137807368084025,-0.0102146232611901,-0.0266204277638115,0.0181094804002183,-0.016539288164121,0.0484870306839089,0.00479090518941474,-0.0153403956887891,-0.0264287385327221,-0.00920328939361283,0.0083950409560414,0.00288164156795879
SAR_15_5901,F1 - Juvenile,blue,-0.00111658231946236,0.00334563360237313,-0.00854008643282333,-0.000621155353661587,-0.00993362580368022,0.0145680508049517,-0.0128916655602368,-0.0204023197605594,0.0173243408039932,-0.0163419214008352,-0.0035133524132952,-0.0233649213511509,-0.0109643179046975,-0.0315840702473248,0.0174058261026924,-0.0189611064559727,0.00137567945751329,0.0038494738749604,0.00124791280716952,0.00608919519560801,0.00467562018263319,0.0256713410709169,-0.00249218857783731,0.0152686164007575,0.0257218035674597,-0.0239255505981829,0.0153213849962207,-0.0158163758880755,0.0191519853031912,0.0246813655934398,0.00857825537302226,0.00360359848272693,0.00285723005515022
SAR_15_5902,F1 - Juvenile,blue,0.00525040593059558,0.0110197234719638,0.0265934235309365,0.00729247001939037,-0.00820686847223768,0.0196641240566408,0.0094554311544881,-0.0349526672483484,-0.03012723238888,-0.0237781950327128,0.00554585393680787,0.0205624193101547,0.0279118835886524,-0.0173101946854097,0.00459722981436945,-0.00804679200143666,0.0220114396732363,-0.0174700178027143,-0.0100711106145079,0.0255439143474786,0.00917200111127825,0.0131022640235412,-0.0281032760643207,-0.00987413342341189,-0.0182816652269233,0.0229134738731684,0.0305188915020812,-0.00613589289032733,-0.0217329069697261,0.00223443258268165,0.00516798785783161,0.0143231726845226,0.00283112793846875
SAR_15_5903,F1 - Juvenile,blue,-0.00179065567993379,0.0169907443803725,-0.00568248532534964,0.0111522256724544,-0.0167273857274345,0.00880875124387917,-0.0248425438613579,-0.0101418056331443,0.0106024773336249,-0.00126641112790075,0.0216689961453324,0.0143245146310225,-0.00196083264226902,0.00519915392415069,0.0254269540152002,-0.0201456324827272,-0.0118646113375722,-0.000529698789066611,0.0195545104693267,-0.0320520534631276,-0.00789727096583486,-8.87805557548255e-05,-0.00703210367467346,-0.0216712327697427,0.00648942901733054,0.00989041872075872,-0.0351501681463806,0.0532817299709485,-0.0453669274564445,0.0240932275126106,-0.0109210558119509,-0.0353165648264946,0.00276673438373226
SAR_15_5904,F1 - Juvenile,blue,-0.00322397231634043,-0.00308682695515436,0.00555016269700007,-0.00582808303831071,0.0209617808268965,-0.00499388235972425,0.00413746360493013,0.0129779076519445,-0.0161774981918043,-0.00930049189235228,0.0117762694400678,0.00322637093202221,-0.00732246433124129,0.000532068682589937,0.00711817652255438,-0.00191431217209484,0.00961768834526745,0.0178865253574122,0.00749054688611702,0.0252090431571724,0.0012948441493927,-0.0173239529559001,-0.00699295261794659,0.00397827540938763,-0.0159460925471416,0.00382854214266652,-0.00410962370989875,-0.0157360368307424,-0.0236875870249071,0.00992041105174125,-0.0189192281998626,-0.00778974882728271,0.00275364785229504
SAR_15_5905,F1 - Juvenile,blue,-0.0028939962191119,0.0207435883476802,0.0120206920157411,0.0146432297911018,-0.0101964682796499,-0.0106251692826367,-0.0120286984990491,-0.0549424554144603,-0.0536987818673259,0.00284619777594827,0.0511798414419878,-0.0460282061003239,0.00931296569736489,0.037814081713612,-0.0523010308876768,0.00387069848257846,0.0407700200327511,-0.00418013119580442,0.0133621209914365,-0.0256830426980192,0.00492404101865175,0.0420617411983262,0.00575750920693065,0.0027639980248,0.058278160008349,0.0130809219588775,0.0285142320124827,0.013290488278742,0.000821417664505585,-0.00307988495189663,-0.0241308052485801,-0.00529737670001067,0.00269398389223704
SAR_15_5906,F1 - Juvenile,blue,-0.00292469989505208,-0.00909313193929382,0.00776337005735261,0.0182519363905835,0.00322771818181693,-0.0011307272441743,-0.0314715373588945,-0.00315370337769101,0.0048766367607484,-0.00975622654407184,0.00625920595565202,-0.00366825312326762,0.0249397304372092,-0.00491471317304751,0.018475598078546,-0.0265878326990462,0.022301816773864,-0.00993019300616196,-0.0108729026087843,-0.0135637427111332,-0.000842792248415449,-0.00892068504405092,-0.0386607293776281,-0.0321389914622439,0.0345964619752497,-0.0126227050624388,-0.00783041942420212,-0.0325330581122707,0.0131690399817181,-0.00387760488298362,0.0111166369552619,-0.0202483463495792,0.0026746148384768
SAR_15_5907,F1 - Juvenile,blue,-0.000791322752159715,-0.00768127522610209,0.0113806180058979,0.00189479878559544,0.0111220707399742,-0.00922587138619524,0.00478951510616997,0.0099169003077851,-0.0148181635315505,-0.00642996781939099,8.94117761592991e-05,0.00435372781258369,-0.00516107017742852,0.0114365007929185,0.0141036339230829,-0.00073141506156987,0.00268062097513721,0.0037340650342289,-0.00852982405567257,-0.000518375974193566,-0.00640889832341087,0.0100222416904396,-0.000727064199458142,-0.00530962943234955,0.00818677044690589,0.00621931128519267,0.000164503992655472,-0.0123874339879605,0.00149127366126816,-0.00464506165017239,0.00617991421596927,-0.00278359668770635,0.00266414773257909
SAR_15_5908,F1 - Juvenile,blue,-0.00287798230384213,-0.00522072721857462,0.0154021527144429,0.00684763809420265,0.0229974161483204,0.0579348444765876,0.024210598612526,0.0539609338438753,-0.00212965061036092,-0.00115818510902666,-0.000162232901222343,-0.0290925960236566,-0.0331963651422253,-0.00141084154608797,0.0131779557862667,0.00103797425584939,0.00863436526671641,0.00809125758297072,0.00182433556827921,-0.00640496770174865,0.00465701899643051,0.00155403865463287,-0.00360359335015366,-0.00628619782450299,0.00208736974284834,0.0124107613146921,-0.00486680442572505,-0.0138466594806579,-0.0100354441335806,6.74167577869542e-05,-0.0241717363299769,0.000769509892366001,0.00265294042870702
SAR_15_5909,F1 - Juvenile,blue,0.00215037399448301,0.0104247773275584,0.00803094646341338,-0.00654354931846937,0.00148777632159113,0.0213820927558663,0.00423496909371991,0.00389955075915544,0.00934124950754687,-0.0115947093624687,0.00496251081611398,-0.0116068882288602,0.00689073561549819,-0.00210656459620983,-0.0114529621277789,-0.00127405199683486,-0.00073327497796578,0.00180632753302356,-0.0184589176414825,-0.00751516065323779,0.00920123671153966,-0.00971931219740069,-0.0139632425924416,-0.00709282958995481,0.0194785492995971,-0.00502615846001403,0.029871120135682,0.00525910615577184,0.00758012471062083,-0.0134495022751254,-0.00886892899279047,-0.00777643896374423,0.00261846269879699
SAR_15_5910,F1 - Juvenile,blue,0.00295481581625014,0.00218524208021741,-0.0043462870274366,-0.000570492089716165,0.00523922930042989,0.014079996758804,0.0134605797138669,0.00669268035683991,0.0108702283093114,0.0176885372080772,0.0129120584101836,-0.011471748108176,-0.00170691960874156,-0.0334471617831977,0.0230120647019252,0.00240995194150686,0.0235639827450667,-0.0274450315562422,-0.00605332890437275,-0.0368993961412988,0.00233270743855448,0.0253823885308356,0.00343600109007992,-0.0190443522075423,0.00868233896212092,0.00629238328319722,0.00147811772251251,-0.00299466123564137,-0.013279979179192,-0.0229886951748473,-0.0219315664184091,-0.0073502134371055,NA
SAR_15_5911,F1 - Juvenile,blue,-0.00200277957810742,-0.0167600931877997,-4.1312748283586e-05,0.0116342205137673,-0.00399817664641388,0.00706956416239743,-0.0149061842936916,-0.0177211681789131,0.010645915535015,0.00236348758361569,-0.0183822480198098,-0.00790854291177079,-0.0132829583931867,0.0060152827287632,0.00533643093104628,-0.00892717074506946,0.00559430836223124,-0.0117817942185156,0.0178961107915443,0.00562791901739378,-0.00759736033749539,0.00470083482131355,-0.0190055288956674,-0.00249852729110227,-0.0502493517600862,0.0191917020998217,0.0109554756073379,-0.000292728852761592,-0.0285256520020993,-0.0313207125415685,0.0399246776801651,-0.00103847401854557,NA
SAR_15_5912,F1 - Juvenile,blue,0.00386881581979495,-0.0290336031307272,-0.000145951316830867,0.0136276249438569,-0.0196734714009115,-0.00128677804775336,-0.0232954680759219,-0.00698382751499052,0.00013644324645675,-0.0243542810100458,0.0074484493787766,-0.0114255869499452,-0.00430394167131508,-0.0225648678422699,-0.0133494323785006,-0.0170256982401082,0.00432843435617047,0.0247294105318817,-0.0129934660337289,0.00646605688324926,0.0258400647283402,0.0167927957531266,-0.0109597394814315,0.00261654610831705,-0.0163725063963752,0.0222143320144032,-0.00718697420519849,-0.024949722495379,-0.0105747360438926,0.0170585814724077,-0.015547559256197,-0.0304731116996584,NA
SAR_15_5913,F1 - Juvenile,blue,-0.000529593311718843,-0.0106381413174362,-0.0129523591433356,0.00896955601534809,-0.0106232940392719,0.00362101995995994,-0.0188957836729777,-0.0239182275427257,0.00200877710000971,-0.0313868293879359,0.00583051659435529,0.0223705105799519,0.0184900127133847,0.00252955247071446,-0.0158510087136656,0.0293445044450478,0.0131153544553577,-0.00342368128463729,-0.0158916064874391,0.00279481715013419,0.0199505377374001,0.00571113457094439,-0.0166123175869355,-0.0089611552397162,-0.00385692342709272,0.0172134529971708,-0.0122883011408098,0.00742369678764268,-0.0588377421212875,0.00155979096820812,-0.00266193168804709,-0.0358032092586289,NA
SAR_15_5914,F1 - Juvenile,blue,0.00119258369845123,0.0188451091903411,0.00601154272780028,0.0157495423727056,-0.0160371559789324,0.0203011827294026,0.029874101385847,-0.0171570927886416,-0.0155201181580379,-0.0381863093586126,-0.00208609731904012,0.0405454760737759,0.0138222212382257,0.00248663200969223,0.0123240149307175,-0.00743105902250673,0.0031768558877895,0.00158963171797743,0.00373417196912426,-0.0190134422878457,-0.0341742654387582,0.000156833989382168,-0.0239470672119745,-0.010558574370506,0.00960624887983015,-0.0254165423645271,-0.0289128674269375,0.0123635510748548,0.00410608323837947,0.0349183425339255,-0.0188229033433831,0.0197374516783582,NA
SAR_15_5915,F1 - Juvenile,blue,-0.000110811105365405,-0.0145965572917062,0.0112007745038511,-0.00486047600376733,0.0097247069618917,0.00712690283270282,0.0119644040775337,0.00816256917601142,-0.0263001231113992,-0.0250663072479616,-0.0095965707936005,0.00644277715479261,0.00445824729678982,0.0127089841314642,0.0186431462877014,-0.0128714642594496,0.00126680674742593,0.0183234058563673,-0.0104399524061896,0.0106015490534798,-0.0148585303060399,-0.0109872158281586,0.000126027492416566,-0.00440115142722682,0.0108461554992187,-0.00776882623027513,0.0135547069130189,-0.0129342107863046,-0.00157351114771499,0.022147921734448,-0.0200570096640955,0.010212456313258,NA
SAR_15_5916,F1 - Juvenile,blue,-0.00338708379409438,0.00844275918576503,0.00399831864273304,0.00414479265921878,-0.00514187900011319,0.0134546478779996,-0.0105009450206713,-0.00889061589812954,-0.00823925977014666,-0.00518282840608466,2.57056401061441e-05,0.00562326736673583,0.0310870057954237,0.00816889028004479,-0.00464277706418986,-0.0200708264825885,-0.0232630100526227,-0.00255101289410193,0.00173705204598025,-0.00679056583755321,0.0155569226439756,-0.00642931577400804,0.00304850615930161,-0.00113205677797191,0.00588169247781088,-0.00850299580339268,0.00525688188675607,-0.000466423344936873,-0.0205768955142768,-0.01111317041103,0.00968639551761488,0.00262959667354114,NA
SAR_15_5917,F1 - Juvenile,blue,-0.00250589240215169,0.00130541103135579,0.00668403808436907,0.00230336397077632,0.0090464541803796,0.000627359363139449,-0.00127358082227755,0.00412907698381116,0.00196312897057861,0.00550201584983704,0.00453113209614389,0.000496967884518658,0.00610514809429757,0.0106723440111561,0.00335910771020424,-0.00276793477395175,-0.00396804561394606,-0.00229930230402787,-0.00400860709393931,-0.00919586396729908,0.000770258818989988,-0.00673709036190078,0.00290501869976477,0.0103748061080803,0.00163538485567213,-0.0124854470216748,0.00511458059482731,-0.0145191833130994,0.000160747122823023,-0.00083937780878271,0.00588391930589256,0.0176664255611958,NA
SAR_15_5918,F1 - Juvenile,blue,-0.000717260363799481,0.000550906080632264,0.0214553825859916,0.00286420604583466,0.00419179863972529,-0.0295833280133533,0.0215004391017577,-0.00827571306800939,-0.0420871505205707,0.00802453295791857,-0.00969879813742039,0.010075239568458,0.0358149257467453,0.0179056391681738,-0.0380147867856874,0.0326779241859449,0.000248224994746972,-0.0133817890642271,-0.0114058706954583,-0.0565082519783929,-0.0579450096505637,-0.0102528170879003,-0.0154057218892017,-0.00633725430434206,0.0260272853575064,-0.000389858079984723,0.0165670191427698,0.00227741480884004,-0.0100629737556598,0.000263911866679654,-0.00249632214148437,0.052264386740066,NA
