id parent1 parent2 LLRparent1 LLRparent2 LLRpair OHparent1 OHparent2 MEpair SNPd.id.parent1 SNPd.id.parent2
f0_1 f1h_253 f1h_306 0.24 -0.24 1.01 0 0 0 66 61
f0_2 f0_460 f1h_320 0.59 -0.59 1.25 0 0 0 64 66
f0_2 f0_630 f0_764 0.45 -0.45 0.76 0 0 0 58 71
f0_2 f0_764 f1h_131 -0.29 0.29 1.13 0 0 0 71 63
f0_2 f0_764 f1h_425 0.11 -0.11 1.12 0 0 0 71 69
f0_2 f0_764 f2_684 0.2 -0.2 1.18 0 0 0 71 68
f0_2 f0_919 f1h_320 0.24 -0.24 0.65 0 0 0 69 66
f0_2 f1h_3 f2_244 -0.04 0.04 0.79 0 0 0 68 70
f0_2 f1h_131 f1w_128 -0.22 0.22 0.66 0 0 0 63 65
f0_2 f1h_131 f2_864 -0.12 0.12 1.03 0 0 0 63 65
f0_2 f1h_304 f2_244 -0.55 0.55 0.8 0 0 0 66 70
f0_2 f1h_304 f2_703 -0.68 0.68 0.76 0 0 0 66 63
f0_2 f1h_320 f1h_425 -0.09 0.09 1.11 0 0 0 66 69
f0_2 f1h_320 f2_684 -0.34 0.34 1.15 0 0 0 66 68
f0_2 f1h_425 f2_94 -0.66 0.66 1.04 0 0 0 69 66
f0_2 f1h_425 f2_864 -0.35 0.35 1.28 0 0 0 69 65
f0_2 f1h_425 f2_907 -0.08 0.08 0.95 0 0 0 69 69
f0_2 f1h_479 f2_94 0.05 -0.05 0.96 0 0 0 68 66
f0_2 f2_244 f2_684 0.01 -0.01 0.38 0 0 0 70 68
f0_3 f0_925 f1h_203 -0.1 0.1 1.62 0 0 0 64 67
f0_3 f0_925 f1h_277 0.41 -0.41 1.32 0 0 0 64 64
f0_3 f0_925 f1h_329 -0.06 0.06 1.04 0 0 0 64 68
f0_3 f0_925 f2_587 0.09 -0.09 0.43 0 0 0 64 64
f0_3 f0_925 f2_672 -0.09 0.09 1.69 0 0 0 64 67
f0_3 f1h_99 f2_399 0.04 -0.04 1.4 0 0 0 66 67
f0_3 f1h_99 f2_587 -0.29 0.29 0.71 0 0 0 66 64
f0_3 f1h_203 f1h_207 0.31 -0.31 0.85 0 0 0 67 65
f0_3 f1h_203 f1h_216 0.11 -0.11 0.55 0 0 0 67 67
f0_3 f1h_203 f1h_325 0.27 -0.27 1.36 0 0 0 67 64
f0_3 f1h_203 f1h_349 -0.8 0.8 0.77 0 0 0 67 67
f0_3 f1h_203 f2_157 0.46 -0.46 1.39 0 0 0 67 65
f0_3 f1h_203 f2_399 -0.03 0.03 1.33 0 0 0 67 67
f0_3 f1h_203 f2_907 0.58 -0.58 1.18 0 0 0 67 69
f0_3 f1h_207 f1h_277 0.35 -0.35 0.85 0 0 0 65 64
f0_3 f1h_207 f2_587 -0.52 0.52 1.28 0 0 0 65 64
f0_3 f1h_277 f1h_325 -0.01 0.01 1.81 0 0 0 64 64
f0_3 f1h_277 f1h_349 -0.31 0.31 2.11 0 0 0 64 67
f0_3 f1h_277 f2_157 0.13 -0.13 2.44 0 0 0 64 65
f0_3 f1h_277 f2_907 0.14 -0.14 2.32 0 0 0 64 69
f0_3 f1h_325 f1w_79 0.06 -0.06 -0.41 0 0 1 64 67
f0_3 f1h_329 f1h_349 -0.31 0.31 1.43 0 0 0 68 67
f0_3 f1h_329 f2_399 -0.12 0.12 0.93 0 0 0 68 67
f0_3 f1h_329 f2_907 0.62 -0.62 1.96 0 0 0 68 69
f0_3 f1h_349 f2_399 0.86 -0.86 0.4 0 0 0 67 67
f0_3 f2_157 f2_399 -0.5 0.5 1.19 0 0 0 65 67
