ID1 ID2 TopRel LLR OH BirthYear1 BirthYear2 AgeDif Sex1 Sex2 SNPdBoth
f0_516 f1w_75 PO 3.44 0 NA NA NA 3 3 329
f0_104 f1h_148 PO 3.41 0 NA NA NA 3 3 328
f0_523 f1w_85 PO 3.36 0 NA NA NA 3 3 316
f0_142 f1h_373 PO 3.27 0 NA NA NA 3 3 339
f1w_239 f2_943 PO 3.26 0 NA NA NA 3 3 336
f0_193 f1h_213 PO 3.02 0 NA NA NA 3 3 332
f0_24 f1h_474 PO 2.98 0 NA NA NA 3 3 333
f1h_27 f2_212 PO 2.94 0 NA NA NA 3 3 326
f0_919 f1w_207 PO 2.91 0 NA NA NA 3 3 327
f1h_206 f2_709 PO 2.89 0 NA NA NA 3 3 317
f1w_183 f2_644 PO 2.87 0 NA NA NA 3 3 323
f1w_41 f2_945 PO 2.85 0 NA NA NA 3 3 323
f1h_155 f2_568 PO 2.83 0 NA NA NA 3 3 312
f0_754 f1w_138 PO 2.82 0 NA NA NA 3 3 323
f0_73 f1h_455 PO 2.81 0 NA NA NA 3 3 327
f0_116 f1h_87 PO 2.79 0 NA NA NA 3 3 320
f1w_125 f2_279 PO 2.76 0 NA NA NA 3 3 319
f0_104 f1h_466 PO 2.75 0 NA NA NA 3 3 331
f1w_475 f2_573 PO 2.71 0 NA NA NA 3 3 321
f1h_497 f2_152 PO 2.69 0 NA NA NA 3 3 337
f1h_34 f2_274 PO 2.69 0 NA NA NA 3 3 321
f0_42 f1h_151 PO 2.67 0 NA NA NA 3 3 324
f0_155 f1h_466 PO 2.67 0 NA NA NA 3 3 333
f0_373 f1w_409 PO 2.66 0 NA NA NA 3 3 325
f1w_154 f2_566 PO 2.66 0 NA NA NA 3 3 327
f0_166 f1h_202 PO 2.65 0 NA NA NA 3 3 315
f0_573 f1w_471 PO 2.65 0 NA NA NA 3 3 331
f1h_229 f2_409 PO 2.65 0 NA NA NA 3 3 341
f0_45 f1h_75 PO 2.62 0 NA NA NA 3 3 334
f0_755 f1w_113 PO 2.61 0 NA NA NA 3 3 322
f0_348 f1w_130 PO 2.61 0 NA NA NA 3 3 338
f0_848 f1w_190 PO 2.61 0 NA NA NA 3 3 323
f0_17 f1h_439 PO 2.6 0 NA NA NA 3 3 309
f0_64 f1h_222 PO 2.59 0 NA NA NA 3 3 328
f0_976 f1w_26 PO 2.59 0 NA NA NA 3 3 320
f0_521 f1w_294 PO 2.59 0 NA NA NA 3 3 334
f0_196 f1h_191 PO 2.57 0 NA NA NA 3 3 341
f1w_103 f2_702 PO 2.57 0 NA NA NA 3 3 314
f1h_31 f2_96 PO 2.57 0 NA NA NA 3 3 325
f0_655 f1w_319 PO 2.56 0 NA NA NA 3 3 344
f1w_499 f2_882 PO 2.56 0 NA NA NA 3 3 334
f0_53 f1h_421 PO 2.54 0 NA NA NA 3 3 323
f0_86 f1h_27 PO 2.53 0 NA NA NA 3 3 320
f1h_9 f2_395 PO 2.53 0 NA NA NA 3 3 318
f0_748 f1w_469 PO 2.52 0 NA NA NA 3 3 338
f0_947 f1w_11 PO 2.51 0 NA NA NA 3 3 331
f1h_325 f2_971 PO 2.51 0 NA NA NA 3 3 326
f0_33 f1h_242 PO 2.5 0 NA NA NA 3 3 315
f0_73 f1h_59 PO 2.49 0 NA NA NA 3 3 332
f1h_333 f2_924 PO 2.49 0 NA NA NA 3 3 338
f1h_78 f2_590 PO 2.48 0 NA NA NA 3 3 325
f0_150 f1h_159 PO 2.47 0 NA NA NA 3 3 332
f0_106 f1h_245 PO 2.47 0 NA NA NA 3 3 337
f0_447 f1w_303 PO 2.47 0 NA NA NA 3 3 339
f1w_469 f2_456 PO 2.47 0 NA NA NA 3 3 333
f1h_73 f2_529 PO 2.47 0 NA NA NA 3 3 331
f0_35 f1h_209 PO 2.46 0 NA NA NA 3 3 320
f0_107 f1h_380 PO 2.46 0 NA NA NA 3 3 303
f1h_351 f2_179 PO 2.46 0 NA NA NA 3 3 330
f1h_368 f2_934 PO 2.46 0 NA NA NA 3 3 338
f1w_36 f2_640 PO 2.45 0 NA NA NA 3 3 308
f0_22 f1h_385 PO 2.44 0 NA NA NA 3 3 337
f0_136 f1h_234 PO 2.43 0 NA NA NA 3 3 328
f0_156 f1h_334 PO 2.43 0 NA NA NA 3 3 324
f1h_294 f2_544 PO 2.43 0 NA NA NA 3 3 329
f1h_261 f2_381 PO 2.42 0 NA NA NA 3 3 328
f0_73 f1h_252 PO 2.41 0 NA NA NA 3 3 328
f0_257 f1w_309 PO 2.41 0 NA NA NA 3 3 339
f0_67 f1h_206 PO 2.4 0 NA NA NA 3 3 318
f1w_286 f2_260 PO 2.4 0 NA NA NA 3 3 328
f0_193 f1h_31 PO 2.39 0 NA NA NA 3 3 324
f0_97 f1h_475 PO 2.39 0 NA NA NA 3 3 343
f1h_155 f2_722 PO 2.39 0 NA NA NA 3 3 319
f0_196 f1h_312 PO 2.37 0 NA NA NA 3 3 333
f0_119 f1h_70 PO 2.37 0 NA NA NA 3 3 330
f0_115 f1h_70 PO 2.37 0 NA NA NA 3 3 331
f0_677 f1w_209 PO 2.37 0 NA NA NA 3 3 323
f0_978 f1w_368 PO 2.37 0 NA NA NA 3 3 313
f1w_462 f2_346 PO 2.36 0 NA NA NA 3 3 331
f0_386 f1w_41 PO 2.35 0 NA NA NA 3 3 319
f1w_468 f2_776 PO 2.35 0 NA NA NA 3 3 330
f0_92 f1h_382 PO 2.34 0 NA NA NA 3 3 328
f0_17 f1h_339 PO 2.32 0 NA NA NA 3 3 317
f0_234 f1w_434 PO 2.32 0 NA NA NA 3 3 332
f0_31 f1h_26 PO 2.31 0 NA NA NA 3 3 320
f0_197 f1h_333 PO 2.3 0 NA NA NA 3 3 327
f0_539 f1w_278 PO 2.3 0 NA NA NA 3 3 336
f0_532 f1w_359 PO 2.3 0 NA NA NA 3 3 318
f1w_441 f2_700 PO 2.3 0 NA NA NA 3 3 319
f0_165 f1h_102 PO 2.28 0 NA NA NA 3 3 330
f0_156 f1h_460 PO 2.28 0 NA NA NA 3 3 329
f0_179 f1h_411 PO 2.27 0 NA NA NA 3 3 328
f0_70 f1h_472 PO 2.27 0 NA NA NA 3 3 309
f1h_288 f2_173 PO 2.27 0 NA NA NA 3 3 302
f0_115 f1h_266 PO 2.26 0 NA NA NA 3 3 323
f0_149 f1h_446 PO 2.26 0 NA NA NA 3 3 325
f0_160 f1h_447 PO 2.26 0 NA NA NA 3 3 315
f0_21 f1h_65 PO 2.26 0 NA NA NA 3 3 318
f1w_286 f2_482 PO 2.26 0 NA NA NA 3 3 325
f1h_238 f2_879 PO 2.26 0 NA NA NA 3 3 329
f1h_364 f2_910 PO 2.26 0 NA NA NA 3 3 326
f1w_265 f2_955 PO 2.26 0 NA NA NA 3 3 312
f0_73 f1h_243 PO 2.25 0 NA NA NA 3 3 326
f0_100 f1h_67 PO 2.25 0 NA NA NA 3 3 329
f0_246 f1w_80 PO 2.25 0 NA NA NA 3 3 331
f0_348 f1w_95 PO 2.25 0 NA NA NA 3 3 337
f1w_11 f2_604 PO 2.25 0 NA NA NA 3 3 320
f0_93 f1h_395 PO 2.24 0 NA NA NA 3 3 340
f0_19 f1h_161 PO 2.23 0 NA NA NA 3 3 320
f0_63 f1h_40 PO 2.23 0 NA NA NA 3 3 335
f1w_16 f2_114 PO 2.23 0 NA NA NA 3 3 340
f0_151 f1h_294 PO 2.22 0 NA NA NA 3 3 337
f0_609 f1w_114 PO 2.22 0 NA NA NA 3 3 314
f1w_25 f2_150 PO 2.22 0 NA NA NA 3 3 326
f1h_360 f2_218 PO 2.22 0 NA NA NA 3 3 337
f0_28 f1h_24 PO 2.21 0 NA NA NA 3 3 319
f0_155 f1h_278 PO 2.21 0 NA NA NA 3 3 316
f1h_312 f2_601 PO 2.21 0 NA NA NA 3 3 319
f0_735 f1w_459 PO 2.2 0 NA NA NA 3 3 321
f1w_171 f2_968 PO 2.19 0 NA NA NA 3 3 311
f1w_373 f2_994 PO 2.19 0 NA NA NA 3 3 325
f0_73 f1h_326 PO 2.18 0 NA NA NA 3 3 317
f0_621 f1w_241 PO 2.18 0 NA NA NA 3 3 322
f0_381 f1w_35 PO 2.18 0 NA NA NA 3 3 322
f0_248 f1w_472 PO 2.18 0 NA NA NA 3 3 316
f0_58 f1h_175 PO 2.17 0 NA NA NA 3 3 327
f0_117 f1h_434 PO 2.17 0 NA NA NA 3 3 319
f1w_346 f2_361 PO 2.17 0 NA NA NA 3 3 313
f1w_70 f2_42 PO 2.17 0 NA NA NA 3 3 337
f0_185 f1h_187 PO 2.16 0 NA NA NA 3 3 335
f1w_399 f2_392 PO 2.16 0 NA NA NA 3 3 325
f1h_312 f2_779 PO 2.16 0 NA NA NA 3 3 320
f0_3 f1h_240 PO 2.15 0 NA NA NA 3 3 323
f0_165 f1h_369 PO 2.15 0 NA NA NA 3 3 323
f1h_122 f2_4 PO 2.15 0 NA NA NA 3 3 325
f0_104 f1h_455 PO 2.14 0 NA NA NA 3 3 329
f0_819 f1w_283 PO 2.14 0 NA NA NA 3 3 329
