id parent1 parent2 LLRparent1 LLRparent2 LLRpair OHparent1 OHparent2 MEpair SNPd.id.parent1 SNPd.id.parent2
f1h_2 f0_94 f0_185 2.28 -2.28 13.57 0 0 0 757 746
f1h_4 f0_138 f0_190 1.56 -1.56 15.97 0 0 0 738 738
f1h_5 f0_87 f0_196 2.29 -2.29 13.65 0 0 0 743 746
f1h_6 f0_7 f0_188 -5.44 5.44 15.35 0 0 0 727 733
f1h_13 f0_76 f0_81 0.83 -0.83 15.96 0 0 0 740 732
f1h_15 f0_87 f0_155 2.67 -2.67 14.39 0 0 0 739 744
f1h_23 f0_112 f0_161 -1.4 1.4 15.31 0 0 0 732 732
f1h_26 f0_77 f0_184 -3.25 3.25 13.81 0 0 0 735 732
f1h_30 f0_65 f0_80 -2.17 2.17 14.83 0 0 0 736 723
f1h_35 f0_24 f0_115 -2.11 2.11 13.54 0 0 0 730 736
f1h_40 f0_61 f0_139 0.45 -0.45 14.57 0 0 0 722 717
f1h_42 f0_11 f0_111 1.2 -1.2 15 0 0 0 724 721
f1h_47 f0_30 f0_80 -0.56 0.56 15 0 0 0 728 720
f1h_48 f0_154 f0_171 -3.89 3.89 13.54 0 0 0 727 734
f1h_49 f0_152 f0_176 3.33 -3.33 14.83 0 0 0 746 733
f1h_52 f0_44 f0_170 1.29 -1.29 14.96 0 0 0 731 729
f1h_53 f0_98 f0_143 2.74 -2.74 14.06 0 0 0 735 743
f1h_56 f0_143 f0_183 2.04 -2.04 17.03 0 0 0 745 740
f1h_57 f0_35 f0_46 -2.64 2.64 13.24 0 0 0 738 742
f1h_60 f0_98 f0_118 -0.13 0.13 17.45 0 0 0 736 729
f1h_62 f0_65 f0_114 -2.19 2.19 15.76 0 0 0 734 732
f1h_65 f0_28 f0_197 -0.95 0.95 13.23 0 0 0 740 745
f1h_68 f0_25 f0_195 1.31 -1.31 14.11 0 0 0 727 749
f1h_69 f0_136 f0_175 0.87 -0.87 14.21 0 0 0 718 719
f1h_74 f0_49 f0_149 -3.11 3.11 14.47 0 0 0 734 732
f1h_75 f0_20 f0_55 0.9 -0.9 15.59 0 0 0 740 738
f1h_77 f0_89 f0_138 -1.92 1.92 14.35 0 0 0 728 739
f1h_78 f0_30 f0_78 -0.33 0.33 16.12 0 0 0 738 745
f1h_79 f0_37 f0_65 -3.93 3.93 15.65 0 0 0 729 731
f1h_83 f0_20 f0_160 2.32 -2.32 12.84 0 0 0 731 732
f1h_84 f0_41 f0_141 -3.05 3.05 12.73 0 0 0 717 731
f1h_85 f0_81 f0_97 -0.82 0.82 15.73 0 0 0 725 741
f1h_88 f0_61 f0_184 0.77 -0.77 17 0 0 0 747 737
f1h_89 f0_26 f0_83 -1.02 1.02 16.35 0 0 0 729 723
f1h_90 f0_101 f0_170 2.47 -2.47 14.81 0 0 0 715 731
f1h_92 f0_9 f0_94 6.41 -6.41 12.97 0 0 0 725 751
f1h_96 f0_127 f0_182 -0.95 0.95 17.43 0 0 0 748 739
f1h_97 f0_80 f0_82 4.65 -4.65 13.95 0 0 0 727 737
f1h_99 f0_11 f0_200 -3 3 13.55 0 0 0 732 729
f1h_100 f0_91 f0_144 0.59 -0.59 16.63 0 0 0 727 731
f1h_102 f0_57 f0_74 1.21 -1.21 14.16 0 0 0 732 723
f1h_105 f0_17 f0_161 -1.24 1.24 15.17 0 0 0 729 723
f1h_107 f0_9 f0_96 -0.51 0.51 15.21 0 0 0 738 749
f1h_111 f0_89 f0_122 -3.04 3.04 15.04 0 0 0 715 730
f1h_112 f0_14 f0_163 -0.36 0.36 14.26 0 0 0 736 736
f1h_113 f0_40 f0_198 -0.69 0.69 16.1 0 0 0 727 730
f1h_114 f0_29 f0_150 2.09 -2.09 14.95 0 0 0 729 746
f1h_116 f0_107 f0_198 -1.32 1.32 15.33 0 0 0 726 733
f1h_124 f0_34 f0_46 0.56 -0.56 15.71 0 0 0 740 744
f1h_128 f0_19 f0_29 -2.57 2.57 14.79 0 0 0 726 725
f1h_134 f0_39 f0_48 -0.91 0.91 14.19 0 0 0 720 741
f1h_137 f0_56 f0_162 -2.11 2.11 15.05 0 0 0 735 728
f1h_138 f0_76 f0_117 -1.67 1.67 15.09 0 0 0 723 727
f1h_139 f0_22 f0_156 -4.28 4.28 14.66 0 0 0 736 743
f1h_140 f0_87 f0_157 -1.49 1.49 13.76 0 0 0 738 730
f1h_142 f0_17 f0_140 -1.77 1.77 16.24 0 0 0 739 741
f1h_143 f0_116 f0_199 0.57 -0.57 16.06 0 0 0 729 732
f1h_148 f0_9 f0_33 -1.14 1.14 15.17 0 0 0 731 738
f1h_149 f0_38 f0_114 -0.68 0.68 15.99 0 0 0 747 741
