ID1 ID2 TopRel LLR OH BirthYear1 BirthYear2 AgeDif Sex1 Sex2 SNPdBoth
f0_60 f1h_393 PO 1.55 0 NA NA NA 3 3 78
f0_151 f1h_331 PO 1.51 0 NA NA NA 3 3 80
f0_540 f1w_261 PO 1.41 0 NA NA NA 3 3 79
f0_856 f1w_236 PO 1.33 0 NA NA NA 3 3 79
f0_174 f1h_11 PO 1.31 0 NA NA NA 3 3 76
f0_308 f1w_94 PO 1.3 0 NA NA NA 3 3 78
f0_885 f1w_356 PO 1.21 0 NA NA NA 3 3 78
f1h_52 f2_496 PO 1.18 0 NA NA NA 3 3 79
f0_137 f1h_38 PO 1.11 0 NA NA NA 3 3 78
f0_17 f1h_4 PO 1.11 0 NA NA NA 3 3 80
f0_100 f1h_54 PO 1.1 0 NA NA NA 3 3 80
f0_122 f1h_240 PO 1.06 0 NA NA NA 3 3 74
f0_86 f1h_247 PO 1.05 0 NA NA NA 3 3 78
f0_986 f1w_121 PO 1.05 0 NA NA NA 3 3 79
f0_908 f1w_49 PO 1.05 0 NA NA NA 3 3 78
f0_386 f1w_338 PO 1.04 0 NA NA NA 3 3 80
f0_464 f1h_156 PO 1.03 0 NA NA NA 3 3 79
f0_189 f1h_318 PO 1.03 0 NA NA NA 3 3 78
f0_812 f1w_481 PO 1.03 0 NA NA NA 3 3 80
f0_953 f1w_54 PO 1.03 0 NA NA NA 3 3 78
f0_117 f1h_12 PO 1.02 0 NA NA NA 3 3 79
f0_124 f1h_333 PO 1.01 0 NA NA NA 3 3 77
f1h_68 f2_791 PO 1.01 0 NA NA NA 3 3 77
f0_179 f1h_495 PO 1 0 NA NA NA 3 3 79
f0_64 f1h_95 PO 1 0 NA NA NA 3 3 80
f0_214 f1w_97 PO 1 0 NA NA NA 3 3 75
f0_950 f1w_27 PO 0.99 0 NA NA NA 3 3 79
f0_110 f2_59 PO 0.98 0 NA NA NA 3 3 80
f1h_49 f2_939 PO 0.96 0 NA NA NA 3 3 78
f0_2 f1h_304 PO 0.94 0 NA NA NA 3 3 78
f0_971 f1w_16 PO 0.94 0 NA NA NA 3 3 79
f0_816 f1w_283 PO 0.94 0 NA NA NA 3 3 80
f0_809 f2_315 PO 0.94 0 NA NA NA 3 3 79
f0_112 f1h_266 PO 0.93 0 NA NA NA 3 3 80
f0_194 f1h_383 PO 0.93 0 NA NA NA 3 3 78
f0_577 f1w_258 PO 0.93 0 NA NA NA 3 3 79
f0_52 f1h_215 PO 0.92 0 NA NA NA 3 3 78
f0_371 f1w_227 PO 0.92 0 NA NA NA 3 3 79
f0_706 f1w_246 PO 0.92 0 NA NA NA 3 3 78
f0_953 f2_30 PO 0.92 0 NA NA NA 3 3 76
f0_179 f1h_5 PO 0.91 0 NA NA NA 3 3 79
f0_278 f1w_197 PO 0.91 0 NA NA NA 3 3 78
f0_479 f1w_21 PO 0.91 0 NA NA NA 3 3 79
f0_217 f0_686 PO 0.9 0 NA NA NA 3 3 79
f0_162 f1h_312 PO 0.9 0 NA NA NA 3 3 80
f0_114 f1h_497 PO 0.9 0 NA NA NA 3 3 79
