id parent1 parent2 LLRparent1 LLRparent2 LLRpair OHparent1 OHparent2 MEpair SNPd.id.parent1 SNPd.id.parent2
f0_25 f1h_178 f1h_247 -0.74 0.74 0.39 0 0 1 213 223
f0_25 f1h_247 f1h_270 0.11 -0.11 1.75 0 0 1 223 208
f0_52 f1h_88 f1h_491 -1.02 1.02 3.1 0 0 0 244 248
f0_116 f1h_87 f1h_489 0.46 -0.46 1.29 0 0 1 224 254
f0_116 f1h_131 f1h_237 0.84 -0.84 1.83 0 0 0 228 218
f0_134 f1h_265 f1h_406 -2.15 2.15 0.5 0 0 1 219 237
f0_144 f1h_240 f1h_272 1.25 -1.25 0.57 0 0 2 233 224
f0_165 f1h_102 f1h_427 -1.76 1.76 -0.31 0 0 1 215 227
f0_179 f1h_411 f1h_497 -0.94 0.94 -0.1 0 0 1 232 221
f1h_1 f0_32 f0_145 1.65 -1.65 4.06 0 0 0 235 229
f1h_2 f0_88 f0_192 -0.73 0.73 4.1 0 0 0 233 225
f1h_3 f0_131 f0_156 -1.25 1.25 3.18 0 0 0 233 237
f1h_5 f0_23 f0_110 0.23 -0.23 2.94 0 0 0 238 218
f1h_7 f0_50 f0_167 -1.56 1.56 3.07 0 0 0 235 224
f1h_8 f0_117 f0_161 -0.01 0.01 4.05 0 0 0 214 212
f1h_9 f0_142 f0_151 -1.02 1.02 4.33 0 0 0 227 221
f1h_10 f0_40 f0_115 -1.96 1.96 2.98 0 0 0 232 225
f1h_11 f0_143 f0_183 1.28 -1.28 4.69 0 0 0 227 231
f1h_15 f0_57 f0_75 0 0 4.46 0 0 0 233 238
f1h_24 f0_28 f0_43 -0.32 0.32 5.06 0 0 0 217 228
f1h_25 f0_25 f0_92 1.59 -1.59 4.22 0 0 0 203 218
f1h_26 f0_31 f0_56 -2.26 2.26 3.41 0 0 0 212 218
f1h_27 f0_86 f0_148 1.28 -1.28 3.43 0 0 0 212 224
f1h_28 f0_88 f0_154 -0.19 0.19 3.95 0 0 0 225 210
f1h_31 f0_148 f0_193 1.46 -1.46 3.64 0 0 0 223 215
f1h_34 f0_87 f0_167 0.45 -0.45 4.38 0 0 0 231 227
f1h_35 f0_62 f0_77 2.46 -2.46 4.38 0 0 0 241 239
f1h_40 f0_63 f0_77 1.93 -1.93 4.1 0 0 0 242 246
f1h_40 f2_125 f2_328 -2.68 2.68 -0.31 0 0 2 235 227
f1h_54 f0_67 f0_68 -0.11 0.11 3.04 0 0 0 221 234
f1h_55 f0_18 f0_66 -0.02 0.02 4.78 0 0 0 217 239
