ID1 ID2 TopRel LLR OH BirthYear1 BirthYear2 AgeDif Sex1 Sex2 SNPdBoth
f1h_55 f2_63 PO 62.91 0 NA NA NA 3 3 8263
f1h_55 f2_40 PO 61.97 0 NA NA NA 3 3 8263
f0_146 f1h_11 PO 61.3 0 NA NA NA 3 3 8233
f0_61 f1h_179 PO 60.24 0 NA NA NA 3 3 8247
f0_174 f1h_469 PO 59.83 0 NA NA NA 3 3 8244
f0_119 f1h_19 PO 59.56 0 NA NA NA 3 3 8257
f0_25 f1h_136 PO 59.35 0 NA NA NA 3 3 8244
f0_597 f1w_201 PO 59.2 0 NA NA NA 3 3 8259
f1h_181 f2_242 PO 59.07 0 NA NA NA 3 3 8259
f0_39 f1h_41 PO 59.04 0 NA NA NA 3 3 8261
f1h_311 f2_881 PO 58.87 0 NA NA NA 3 3 8253
f0_94 f1h_484 PO 58.75 0 NA NA NA 3 3 8245
f1h_261 f2_948 PO 58.74 0 NA NA NA 3 3 8263
f0_105 f1h_380 PO 58.71 0 NA NA NA 3 3 8230
f1w_338 f2_665 PO 58.43 0 NA NA NA 3 3 8244
f1h_167 f2_459 PO 58.42 0 NA NA NA 3 3 8278
f0_73 f1h_118 PO 58.38 0 NA NA NA 3 3 8251
f1w_151 f2_200 PO 58.34 0 NA NA NA 3 3 8233
f0_140 f1h_363 PO 58.28 0 NA NA NA 3 3 8249
f0_177 f1h_313 PO 58.15 0 NA NA NA 3 3 8224
f1h_164 f2_460 PO 58.1 0 NA NA NA 3 3 8245
f1h_247 f2_363 PO 58.09 0 NA NA NA 3 3 8213
f1w_407 f2_506 PO 58.05 0 NA NA NA 3 3 8253
f1h_118 f2_793 PO 57.96 0 NA NA NA 3 3 8248
f1w_220 f2_127 PO 57.95 0 NA NA NA 3 3 8255
f1w_37 f2_323 PO 57.82 0 NA NA NA 3 3 8262
f0_556 f1w_154 PO 57.72 0 NA NA NA 3 3 8231
f1w_220 f2_507 PO 57.72 0 NA NA NA 3 3 8251
f0_132 f1h_382 PO 57.66 0 NA NA NA 3 3 8269
f0_3 f1h_120 PO 57.65 0 NA NA NA 3 3 8255
f0_563 f1w_479 PO 57.63 0 NA NA NA 3 3 8255
f1w_471 f2_195 PO 57.62 0 NA NA NA 3 3 8257
f0_76 f1h_17 PO 57.59 0 NA NA NA 3 3 8247
f1h_371 f2_946 PO 57.58 0 NA NA NA 3 3 8258
f1w_500 f2_561 PO 57.52 0 NA NA NA 3 3 8261
f0_610 f1w_382 PO 57.49 0 NA NA NA 3 3 8256
f0_25 f1h_264 PO 57.46 0 NA NA NA 3 3 8266
f1w_474 f2_566 PO 57.45 0 NA NA NA 3 3 8262
f0_266 f1w_332 PO 57.42 0 NA NA NA 3 3 8255
f1h_35 f2_774 PO 57.41 0 NA NA NA 3 3 8245
f0_190 f1h_294 PO 57.31 0 NA NA NA 3 3 8276
f1h_270 f2_326 PO 57.3 0 NA NA NA 3 3 8264
f0_215 f1w_143 PO 57.27 0 NA NA NA 3 3 8239
f1w_326 f2_729 PO 57.26 0 NA NA NA 3 3 8241
f0_319 f1w_294 PO 57.25 0 NA NA NA 3 3 8255
f1w_41 f2_541 PO 57.25 0 NA NA NA 3 3 8238
f0_180 f1h_314 PO 57.22 0 NA NA NA 3 3 8234
f0_833 f1w_87 PO 57.22 0 NA NA NA 3 3 8266
f0_938 f1w_154 PO 57.18 0 NA NA NA 3 3 8227
f0_983 f1w_193 PO 57.17 0 NA NA NA 3 3 8237
f0_174 f1h_56 PO 57.14 0 NA NA NA 3 3 8246
f1h_345 f2_72 PO 57.12 0 NA NA NA 3 3 8264
f1h_120 f2_465 PO 57.09 0 NA NA NA 3 3 8250
f1w_142 f2_500 PO 57.09 0 NA NA NA 3 3 8265
f1w_47 f2_150 PO 57.07 0 NA NA NA 3 3 8252
f1w_121 f2_748 PO 57.04 0 NA NA NA 3 3 8247
f0_67 f1h_194 PO 57.02 0 NA NA NA 3 3 8256
f1w_224 f2_714 PO 57 0 NA NA NA 3 3 8252
f1h_262 f2_423 PO 56.99 0 NA NA NA 3 3 8258
