ID1 ID2 TopRel LLR OH BirthYear1 BirthYear2 AgeDif Sex1 Sex2 SNPdBoth
f1h_330 f2_9 PO 21.31 0 NA NA NA 3 3 2332
f1w_278 f2_158 PO 20.66 0 NA NA NA 3 3 2358
f0_167 f1h_442 PO 20.43 0 NA NA NA 3 3 2384
f0_75 f1h_222 PO 20.4 0 NA NA NA 3 3 2345
f1w_371 f2_759 PO 20.4 0 NA NA NA 3 3 2348
f0_596 f1w_399 PO 20.26 0 NA NA NA 3 3 2395
f1w_72 f2_310 PO 20.26 0 NA NA NA 3 3 2336
f1h_476 f2_663 PO 20.26 0 NA NA NA 3 3 2337
f0_75 f1h_191 PO 20.17 0 NA NA NA 3 3 2318
f0_25 f1h_431 PO 20.17 0 NA NA NA 3 3 2365
f0_919 f1w_172 PO 20.14 0 NA NA NA 3 3 2352
f1h_319 f2_427 PO 20.09 0 NA NA NA 3 3 2326
f0_976 f1w_284 PO 20.06 0 NA NA NA 3 3 2376
f0_50 f1h_355 PO 19.99 0 NA NA NA 3 3 2357
f0_838 f1w_371 PO 19.99 0 NA NA NA 3 3 2346
f1h_170 f2_591 PO 19.96 0 NA NA NA 3 3 2368
f1w_80 f2_203 PO 19.85 0 NA NA NA 3 3 2321
f1h_63 f2_95 PO 19.83 0 NA NA NA 3 3 2323
f1w_281 f2_564 PO 19.8 0 NA NA NA 3 3 2362
f0_992 f1w_84 PO 19.78 0 NA NA NA 3 3 2336
f0_219 f1w_409 PO 19.77 0 NA NA NA 3 3 2391
f0_184 f1h_243 PO 19.75 0 NA NA NA 3 3 2399
f0_167 f1h_249 PO 19.7 0 NA NA NA 3 3 2386
f0_133 f1h_469 PO 19.7 0 NA NA NA 3 3 2346
f0_512 f1w_308 PO 19.7 0 NA NA NA 3 3 2309
f0_191 f1h_226 PO 19.66 0 NA NA NA 3 3 2357
f0_80 f1h_30 PO 19.66 0 NA NA NA 3 3 2384
f1w_195 f2_44 PO 19.64 0 NA NA NA 3 3 2364
f0_252 f1w_18 PO 19.61 0 NA NA NA 3 3 2351
f0_470 f1w_400 PO 19.61 0 NA NA NA 3 3 2357
f1h_63 f2_796 PO 19.6 0 NA NA NA 3 3 2356
f1h_91 f2_258 PO 19.57 0 NA NA NA 3 3 2344
f0_327 f1w_33 PO 19.54 0 NA NA NA 3 3 2340
f1w_124 f2_722 PO 19.54 0 NA NA NA 3 3 2398
f1w_57 f2_432 PO 19.51 0 NA NA NA 3 3 2319
f1w_18 f2_369 PO 19.47 0 NA NA NA 3 3 2364
f1h_157 f2_31 PO 19.44 0 NA NA NA 3 3 2363
f1h_3 f2_121 PO 19.43 0 NA NA NA 3 3 2370
f0_444 f1w_379 PO 19.42 0 NA NA NA 3 3 2311
f1w_449 f2_732 PO 19.41 0 NA NA NA 3 3 2370
f1w_435 f2_845 PO 19.36 0 NA NA NA 3 3 2343
f0_47 f1h_437 PO 19.35 0 NA NA NA 3 3 2354
f1h_330 f2_294 PO 19.35 0 NA NA NA 3 3 2311
f0_25 f1h_212 PO 19.31 0 NA NA NA 3 3 2404
f1h_152 f2_717 PO 19.28 0 NA NA NA 3 3 2335
f0_182 f1h_320 PO 19.27 0 NA NA NA 3 3 2370
f1w_295 f2_700 PO 19.27 0 NA NA NA 3 3 2352
f0_820 f1w_225 PO 19.26 0 NA NA NA 3 3 2344
f0_882 f1w_421 PO 19.26 0 NA NA NA 3 3 2385
f1w_364 f2_75 PO 19.26 0 NA NA NA 3 3 2364
f1h_157 f2_640 PO 19.22 0 NA NA NA 3 3 2364
f0_845 f1w_110 PO 19.15 0 NA NA NA 3 3 2356
f0_192 f1h_197 PO 19.08 0 NA NA NA 3 3 2379
f0_486 f1w_208 PO 19.08 0 NA NA NA 3 3 2323
f1h_204 f2_582 PO 19.07 0 NA NA NA 3 3 2380
f1w_183 f2_464 PO 19.04 0 NA NA NA 3 3 2372
f1w_85 f2_428 PO 19.02 0 NA NA NA 3 3 2397
f1h_489 f2_428 PO 19.02 0 NA NA NA 3 3 2429
f1h_105 f2_8 PO 19.02 0 NA NA NA 3 3 2391
f1h_12 f2_970 PO 19.02 0 NA NA NA 3 3 2324
f0_126 f1h_113 PO 19.01 0 NA NA NA 3 3 2362
f0_14 f1h_51 PO 19 0 NA NA NA 3 3 2352
f0_266 f1w_57 PO 18.97 0 NA NA NA 3 3 2373
f0_89 f1h_330 PO 18.93 0 NA NA NA 3 3 2335
f0_25 f1h_180 PO 18.92 0 NA NA NA 3 3 2344
f0_491 f1w_90 PO 18.91 0 NA NA NA 3 3 2308
f0_118 f1h_104 PO 18.9 0 NA NA NA 3 3 2394
f1h_342 f2_305 PO 18.89 0 NA NA NA 3 3 2366
f1w_438 f2_60 PO 18.89 0 NA NA NA 3 3 2393
f1h_131 f2_370 PO 18.88 0 NA NA NA 3 3 2354
f0_119 f1h_358 PO 18.86 0 NA NA NA 3 3 2401
f0_42 f1h_479 PO 18.85 0 NA NA NA 3 3 2375
f0_964 f1w_189 PO 18.85 0 NA NA NA 3 3 2386
f1w_431 f2_352 PO 18.84 0 NA NA NA 3 3 2350
f1h_437 f2_334 PO 18.82 0 NA NA NA 3 3 2342
f1w_207 f2_54 PO 18.82 0 NA NA NA 3 3 2397
f1w_434 f2_702 PO 18.81 0 NA NA NA 3 3 2364
f1w_62 f2_792 PO 18.81 0 NA NA NA 3 3 2343
f0_966 f1w_247 PO 18.8 0 NA NA NA 3 3 2388
f1h_362 f2_812 PO 18.8 0 NA NA NA 3 3 2364
f0_986 f1w_462 PO 18.79 0 NA NA NA 3 3 2436
f0_158 f1h_476 PO 18.78 0 NA NA NA 3 3 2374
f1h_437 f2_862 PO 18.76 0 NA NA NA 3 3 2359
f0_28 f1h_413 PO 18.74 0 NA NA NA 3 3 2357
f0_414 f1w_130 PO 18.73 0 NA NA NA 3 3 2329
f1h_119 f2_361 PO 18.72 0 NA NA NA 3 3 2282
f0_192 f1h_41 PO 18.71 0 NA NA NA 3 3 2299
f0_26 f1h_416 PO 18.7 0 NA NA NA 3 3 2403
f1h_30 f2_566 PO 18.67 0 NA NA NA 3 3 2446
f0_171 f1h_256 PO 18.66 0 NA NA NA 3 3 2327
f0_80 f1h_231 PO 18.64 0 NA NA NA 3 3 2289
f1h_176 f2_143 PO 18.64 0 NA NA NA 3 3 2304
f1h_41 f2_662 PO 18.64 0 NA NA NA 3 3 2340
f0_215 f1w_11 PO 18.62 0 NA NA NA 3 3 2389
f1h_365 f2_954 PO 18.62 0 NA NA NA 3 3 2341
f1w_13 f2_439 PO 18.6 0 NA NA NA 3 3 2284
f1w_323 f2_389 PO 18.59 0 NA NA NA 3 3 2329
f1w_158 f2_550 PO 18.58 0 NA NA NA 3 3 2325
f0_62 f1h_93 PO 18.57 0 NA NA NA 3 3 2377
f0_103 f1h_133 PO 18.56 0 NA NA NA 3 3 2364
f0_966 f1w_263 PO 18.56 0 NA NA NA 3 3 2373
f1w_61 f2_134 PO 18.56 0 NA NA NA 3 3 2360
f1w_158 f2_200 PO 18.56 0 NA NA NA 3 3 2279
f1w_7 f2_716 PO 18.56 0 NA NA NA 3 3 2340
f0_38 f1h_48 PO 18.55 0 NA NA NA 3 3 2345
f0_39 f1h_157 PO 18.54 0 NA NA NA 3 3 2363
f0_75 f1h_55 PO 18.52 0 NA NA NA 3 3 2345
f1w_307 f2_359 PO 18.52 0 NA NA NA 3 3 2348
f0_925 f1w_198 PO 18.5 0 NA NA NA 3 3 2365
f1w_298 f2_152 PO 18.5 0 NA NA NA 3 3 2343
f0_104 f1h_334 PO 18.47 0 NA NA NA 3 3 2351
f0_166 f1h_57 PO 18.47 0 NA NA NA 3 3 2368
f1w_308 f2_590 PO 18.47 0 NA NA NA 3 3 2370
f1h_269 f2_39 PO 18.45 0 NA NA NA 3 3 2309
f1h_25 f2_646 PO 18.45 0 NA NA NA 3 3 2332
f1h_55 f2_704 PO 18.45 0 NA NA NA 3 3 2348
f0_191 f1h_366 PO 18.44 0 NA NA NA 3 3 2410
f0_161 f1h_387 PO 18.44 0 NA NA NA 3 3 2328
f0_107 f1h_93 PO 18.44 0 NA NA NA 3 3 2374
f0_817 f1w_6 PO 18.44 0 NA NA NA 3 3 2339
f0_75 f1h_237 PO 18.43 0 NA NA NA 3 3 2350
f0_182 f1h_460 PO 18.43 0 NA NA NA 3 3 2309
f0_999 f1w_121 PO 18.43 0 NA NA NA 3 3 2324
f0_824 f1w_295 PO 18.43 0 NA NA NA 3 3 2362
f1w_98 f2_34 PO 18.43 0 NA NA NA 3 3 2336
f0_61 f1h_86 PO 18.42 0 NA NA NA 3 3 2387
f0_244 f1w_281 PO 18.42 0 NA NA NA 3 3 2401
f1h_498 f2_968 PO 18.42 0 NA NA NA 3 3 2359
f0_698 f1w_431 PO 18.41 0 NA NA NA 3 3 2345
f0_806 f1w_9 PO 18.4 0 NA NA NA 3 3 2371
f0_114 f1h_14 PO 18.39 0 NA NA NA 3 3 2347
f1w_141 f2_477 PO 18.39 0 NA NA NA 3 3 2381
f1w_5 f2_581 PO 18.39 0 NA NA NA 3 3 2343
f1w_284 f2_689 PO 18.39 0 NA NA NA 3 3 2368
f0_736 f1w_430 PO 18.38 0 NA NA NA 3 3 2338
f1h_476 f2_112 PO 18.38 0 NA NA NA 3 3 2311
f1w_279 f2_694 PO 18.38 0 NA NA NA 3 3 2340
f1h_84 f2_241 PO 18.36 0 NA NA NA 3 3 2339
f1h_436 f2_651 PO 18.36 0 NA NA NA 3 3 2337
f1h_12 f2_750 PO 18.36 0 NA NA NA 3 3 2371
f1h_141 f2_803 PO 18.36 0 NA NA NA 3 3 2361
f1w_295 f2_996 PO 18.36 0 NA NA NA 3 3 2364
f1h_162 f2_620 PO 18.35 0 NA NA NA 3 3 2362
f1w_41 f2_764 PO 18.35 0 NA NA NA 3 3 2391
f0_98 f1h_275 PO 18.34 0 NA NA NA 3 3 2349
f0_134 f1h_36 PO 18.33 0 NA NA NA 3 3 2299
f1h_60 f2_214 PO 18.33 0 NA NA NA 3 3 2385
f1h_452 f2_123 PO 18.3 0 NA NA NA 3 3 2340
f1w_379 f2_201 PO 18.29 0 NA NA NA 3 3 2262
f1h_165 f2_351 PO 18.29 0 NA NA NA 3 3 2365
f1w_4 f2_978 PO 18.29 0 NA NA NA 3 3 2353
f0_357 f1w_116 PO 18.28 0 NA NA NA 3 3 2375
f1h_342 f2_147 PO 18.28 0 NA NA NA 3 3 2353
f1w_368 f2_234 PO 18.28 0 NA NA NA 3 3 2339
f1h_377 f2_355 PO 18.28 0 NA NA NA 3 3 2325
f1w_302 f2_406 PO 18.28 0 NA NA NA 3 3 2305
f1h_416 f2_470 PO 18.28 0 NA NA NA 3 3 2392
f0_98 f1h_271 PO 18.27 0 NA NA NA 3 3 2346
f0_7 f1h_410 PO 18.27 0 NA NA NA 3 3 2308
f0_830 f1w_79 PO 18.26 0 NA NA NA 3 3 2380
f1w_347 f2_254 PO 18.26 0 NA NA NA 3 3 2350
f1h_467 f2_317 PO 18.26 0 NA NA NA 3 3 2414
f1h_112 f2_654 PO 18.26 0 NA NA NA 3 3 2335
f0_118 f1h_452 PO 18.25 0 NA NA NA 3 3 2316
f0_33 f1h_488 PO 18.25 0 NA NA NA 3 3 2326
f0_644 f1w_58 PO 18.25 0 NA NA NA 3 3 2330
f1w_306 f2_44 PO 18.24 0 NA NA NA 3 3 2318
f1h_119 f2_846 PO 18.24 0 NA NA NA 3 3 2369
f0_904 f1w_164 PO 18.23 0 NA NA NA 3 3 2393
f0_869 f1w_403 PO 18.23 0 NA NA NA 3 3 2288
f0_146 f1h_336 PO 18.22 0 NA NA NA 3 3 2271
f0_676 f1w_31 PO 18.22 0 NA NA NA 3 3 2340
f1w_448 f2_384 PO 18.22 0 NA NA NA 3 3 2370
f1w_265 f2_989 PO 18.22 0 NA NA NA 3 3 2356
f0_554 f1w_37 PO 18.21 0 NA NA NA 3 3 2316
f1h_348 f2_238 PO 18.21 0 NA NA NA 3 3 2367
f1w_403 f2_636 PO 18.21 0 NA NA NA 3 3 2288
f1h_348 f2_834 PO 18.21 0 NA NA NA 3 3 2332
f1w_358 f2_905 PO 18.2 0 NA NA NA 3 3 2376
f0_308 f1w_383 PO 18.19 0 NA NA NA 3 3 2328
f0_266 f1w_99 PO 18.17 0 NA NA NA 3 3 2430
f1h_324 f2_482 PO 18.17 0 NA NA NA 3 3 2363
f0_84 f1h_242 PO 18.16 0 NA NA NA 3 3 2345
f0_276 f1w_68 PO 18.16 0 NA NA NA 3 3 2333
f1w_149 f2_295 PO 18.16 0 NA NA NA 3 3 2382
f1h_280 f2_39 PO 18.16 0 NA NA NA 3 3 2336
f0_674 f1w_436 PO 18.15 0 NA NA NA 3 3 2338
f1w_43 f2_613 PO 18.15 0 NA NA NA 3 3 2407
f0_976 f1w_323 PO 18.14 0 NA NA NA 3 3 2337
f1h_364 f2_339 PO 18.14 0 NA NA NA 3 3 2264
f0_540 f1w_173 PO 18.13 0 NA NA NA 3 3 2365
f0_548 f1w_365 PO 18.13 0 NA NA NA 3 3 2375
f1w_18 f2_425 PO 18.13 0 NA NA NA 3 3 2371
f0_107 f1h_16 PO 18.12 0 NA NA NA 3 3 2372
f0_41 f1h_377 PO 18.12 0 NA NA NA 3 3 2389
f0_399 f1w_409 PO 18.12 0 NA NA NA 3 3 2380
f1h_268 f2_102 PO 18.12 0 NA NA NA 3 3 2336
f1w_107 f2_403 PO 18.12 0 NA NA NA 3 3 2362
f1w_451 f2_522 PO 18.12 0 NA NA NA 3 3 2365
f0_115 f1h_188 PO 18.1 0 NA NA NA 3 3 2350
f0_494 f1w_54 PO 18.1 0 NA NA NA 3 3 2366
f1h_160 f2_124 PO 18.1 0 NA NA NA 3 3 2308
f1w_88 f2_302 PO 18.1 0 NA NA NA 3 3 2349
f0_930 f1w_33 PO 18.09 0 NA NA NA 3 3 2399
f1h_431 f2_64 PO 18.09 0 NA NA NA 3 3 2355
f0_107 f1h_420 PO 18.07 0 NA NA NA 3 3 2379
f1w_167 f2_278 PO 18.06 0 NA NA NA 3 3 2348
f1h_13 f2_539 PO 18.06 0 NA NA NA 3 3 2274
f1h_101 f2_912 PO 18.06 0 NA NA NA 3 3 2369
f0_13 f1h_2 PO 18.05 0 NA NA NA 3 3 2331
f0_999 f1w_135 PO 18.05 0 NA NA NA 3 3 2338
f0_182 f1h_270 PO 18.04 0 NA NA NA 3 3 2363
f0_910 f1w_451 PO 18.03 0 NA NA NA 3 3 2385
f0_144 f1h_29 PO 18.02 0 NA NA NA 3 3 2319
f0_195 f1h_352 PO 18.02 0 NA NA NA 3 3 2352
f0_558 f1w_105 PO 18.02 0 NA NA NA 3 3 2295
f1h_271 f2_306 PO 18.02 0 NA NA NA 3 3 2326
f1h_410 f2_678 PO 18.02 0 NA NA NA 3 3 2361
f0_114 f1h_324 PO 18.01 0 NA NA NA 3 3 2386
f1h_412 f2_462 PO 18.01 0 NA NA NA 3 3 2450
f1w_199 f2_782 PO 18 0 NA NA NA 3 3 2410
f0_4 f1h_147 PO 17.99 0 NA NA NA 3 3 2374
f1w_449 f2_639 PO 17.99 0 NA NA NA 3 3 2360
f1h_355 f2_679 PO 17.99 0 NA NA NA 3 3 2382
f1w_371 f2_971 PO 17.99 0 NA NA NA 3 3 2353
f0_547 f1w_421 PO 17.98 0 NA NA NA 3 3 2418
f0_167 f1h_176 PO 17.97 0 NA NA NA 3 3 2360
f0_120 f1h_469 PO 17.97 0 NA NA NA 3 3 2311
f1h_155 f2_610 PO 17.97 0 NA NA NA 3 3 2404
f1w_263 f2_211 PO 17.96 0 NA NA NA 3 3 2371
f1w_157 f2_45 PO 17.96 0 NA NA NA 3 3 2384
f1h_432 f2_703 PO 17.96 0 NA NA NA 3 3 2320
f1h_19 f2_90 PO 17.96 0 NA NA NA 3 3 2360
f0_615 f1w_362 PO 17.95 0 NA NA NA 3 3 2376
f1w_230 f2_762 PO 17.94 0 NA NA NA 3 3 2318
f0_270 f1w_145 PO 17.93 0 NA NA NA 3 3 2330
f1h_13 f2_448 PO 17.92 0 NA NA NA 3 3 2325
f0_119 f1h_309 PO 17.91 0 NA NA NA 3 3 2352
f1h_170 f2_757 PO 17.91 0 NA NA NA 3 3 2379
f0_184 f1h_250 PO 17.9 0 NA NA NA 3 3 2385
f0_839 f1w_75 PO 17.9 0 NA NA NA 3 3 2308
f1w_130 f2_187 PO 17.9 0 NA NA NA 3 3 2360
f1h_491 f2_992 PO 17.9 0 NA NA NA 3 3 2385
f1w_108 f2_216 PO 17.89 0 NA NA NA 3 3 2331
f1w_438 f2_743 PO 17.89 0 NA NA NA 3 3 2431
f0_85 f1h_430 PO 17.88 0 NA NA NA 3 3 2291
f0_640 f1w_162 PO 17.88 0 NA NA NA 3 3 2423
f0_565 f1w_231 PO 17.88 0 NA NA NA 3 3 2304
f1h_352 f2_93 PO 17.88 0 NA NA NA 3 3 2350
f0_195 f1h_356 PO 17.87 0 NA NA NA 3 3 2332
f0_869 f1w_57 PO 17.87 0 NA NA NA 3 3 2348
f0_421 f1w_352 PO 17.86 0 NA NA NA 3 3 2271
f1h_496 f2_230 PO 17.86 0 NA NA NA 3 3 2402
f1w_41 f2_565 PO 17.86 0 NA NA NA 3 3 2385
f1w_390 f2_631 PO 17.86 0 NA NA NA 3 3 2431
f1h_114 f2_696 PO 17.86 0 NA NA NA 3 3 2404
f1w_277 f2_421 PO 17.84 0 NA NA NA 3 3 2357
f1h_153 f2_462 PO 17.84 0 NA NA NA 3 3 2361
f1w_129 f2_567 PO 17.83 0 NA NA NA 3 3 2353
f1w_139 f2_578 PO 17.83 0 NA NA NA 3 3 2342
f1h_349 f2_586 PO 17.83 0 NA NA NA 3 3 2331
f1h_394 f2_382 PO 17.81 0 NA NA NA 3 3 2322
f1h_17 f2_870 PO 17.81 0 NA NA NA 3 3 2337
f1h_309 f2_987 PO 17.81 0 NA NA NA 3 3 2370
f0_904 f1w_295 PO 17.8 0 NA NA NA 3 3 2326
f1h_451 f2_811 PO 17.8 0 NA NA NA 3 3 2354
f1h_230 f2_721 PO 17.79 0 NA NA NA 3 3 2319
f0_172 f1h_114 PO 17.78 0 NA NA NA 3 3 2372
f0_572 f1w_476 PO 17.77 0 NA NA NA 3 3 2369
f1h_257 f2_126 PO 17.77 0 NA NA NA 3 3 2383
f1h_34 f2_579 PO 17.77 0 NA NA NA 3 3 2345
f1h_418 f2_664 PO 17.77 0 NA NA NA 3 3 2328
f1w_86 f2_539 PO 17.76 0 NA NA NA 3 3 2305
f0_35 f1h_102 PO 17.75 0 NA NA NA 3 3 2335
f0_453 f1w_299 PO 17.75 0 NA NA NA 3 3 2330
f0_908 f1w_382 PO 17.75 0 NA NA NA 3 3 2315
f1w_432 f2_706 PO 17.75 0 NA NA NA 3 3 2344
f0_89 f1h_476 PO 17.74 0 NA NA NA 3 3 2373
f0_1 f1h_204 PO 17.72 0 NA NA NA 3 3 2372
f0_79 f1h_392 PO 17.72 0 NA NA NA 3 3 2402
f1h_460 f2_816 PO 17.72 0 NA NA NA 3 3 2341
f0_3 f1h_231 PO 17.71 0 NA NA NA 3 3 2309
f0_746 f1w_196 PO 17.71 0 NA NA NA 3 3 2340
f1h_33 f2_268 PO 17.71 0 NA NA NA 3 3 2351
f1h_365 f2_810 PO 17.71 0 NA NA NA 3 3 2396
f0_60 f1h_461 PO 17.7 0 NA NA NA 3 3 2355
f0_880 f1w_133 PO 17.7 0 NA NA NA 3 3 2318
f1h_128 f2_231 PO 17.7 0 NA NA NA 3 3 2334
f0_94 f1h_172 PO 17.69 0 NA NA NA 3 3 2351
f0_243 f1w_278 PO 17.69 0 NA NA NA 3 3 2374
f1h_384 f2_150 PO 17.69 0 NA NA NA 3 3 2343
f1w_391 f2_283 PO 17.69 0 NA NA NA 3 3 2412
f1h_427 f2_473 PO 17.69 0 NA NA NA 3 3 2321
f0_155 f1h_378 PO 17.67 0 NA NA NA 3 3 2388
f0_163 f1h_459 PO 17.67 0 NA NA NA 3 3 2385
f0_949 f1w_4 PO 17.67 0 NA NA NA 3 3 2410
f0_620 f1w_414 PO 17.67 0 NA NA NA 3 3 2360
f0_705 f1w_442 PO 17.67 0 NA NA NA 3 3 2314
f0_382 f1w_461 PO 17.67 0 NA NA NA 3 3 2342
f0_202 f1w_475 PO 17.67 0 NA NA NA 3 3 2310
f0_517 f1w_120 PO 17.66 0 NA NA NA 3 3 2404
f0_141 f1h_122 PO 17.65 0 NA NA NA 3 3 2365
f0_42 f1h_477 PO 17.65 0 NA NA NA 3 3 2377
f1h_16 f2_585 PO 17.65 0 NA NA NA 3 3 2343
f1h_400 f2_685 PO 17.65 0 NA NA NA 3 3 2356
f1h_230 f2_758 PO 17.65 0 NA NA NA 3 3 2306
f0_932 f1w_13 PO 17.64 0 NA NA NA 3 3 2337
f1w_151 f2_189 PO 17.64 0 NA NA NA 3 3 2344
f1h_2 f2_411 PO 17.64 0 NA NA NA 3 3 2370
f1h_222 f2_532 PO 17.64 0 NA NA NA 3 3 2334
f1h_132 f2_199 PO 17.63 0 NA NA NA 3 3 2378
f0_167 f1h_464 PO 17.62 0 NA NA NA 3 3 2385
f0_188 f1h_78 PO 17.62 0 NA NA NA 3 3 2340
f0_615 f1w_11 PO 17.62 0 NA NA NA 3 3 2416
f0_533 f1w_486 PO 17.62 0 NA NA NA 3 3 2353
f0_362 f1w_77 PO 17.62 0 NA NA NA 3 3 2322
f1h_83 f2_251 PO 17.62 0 NA NA NA 3 3 2346
