id parent1 parent2 LLRparent1 LLRparent2 LLRpair OHparent1 OHparent2 MEpair SNPd.id.parent1 SNPd.id.parent2
f1h_2 f0_94 f0_185 1.76 -1.76 12.43 0 0 0 663 661
f1h_4 f0_138 f0_190 0.92 -0.92 14.62 0 0 0 661 659
f1h_5 f0_87 f0_196 3.1 -3.1 11.71 0 0 0 669 675
f1h_6 f0_7 f0_188 -3.99 3.99 12.35 0 0 0 654 647
f1h_10 f0_142 f0_182 0 0 13.35 0 0 0 679 675
f1h_12 f0_50 f0_152 0.39 -0.39 13.54 0 0 0 671 667
f1h_13 f0_76 f0_81 1.14 -1.14 13.22 0 0 0 668 649
f1h_14 f0_99 f0_160 -0.62 0.62 13.3 0 0 0 661 659
f1h_15 f0_87 f0_155 1.84 -1.84 12.25 0 0 0 668 660
f1h_16 f0_19 f0_86 -2.76 2.76 12.04 0 0 0 669 656
f1h_23 f0_112 f0_161 0.51 -0.51 13.63 0 0 0 663 655
f1h_26 f0_77 f0_184 -2.33 2.33 11.44 0 0 0 672 678
f1h_30 f0_65 f0_80 -1.27 1.27 13.68 0 0 0 675 673
f1h_33 f0_146 f0_158 -0.16 0.16 13.55 0 0 0 680 675
f1h_35 f0_24 f0_115 -1.19 1.19 12.52 0 0 0 654 661
f1h_38 f0_160 f0_168 1.26 -1.26 15.94 0 0 0 677 665
f1h_39 f0_33 f0_118 -1.46 1.46 12.78 0 0 0 667 658
f1h_40 f0_61 f0_139 -0.05 0.05 14.83 0 0 0 678 670
f1h_42 f0_11 f0_111 0.21 -0.21 14.25 0 0 0 672 670
f1h_45 f0_9 f0_166 5.29 -5.29 12.03 0 0 0 657 679
f1h_47 f0_30 f0_80 -0.49 0.49 13.89 0 0 0 644 653
f1h_48 f0_154 f0_171 -3.19 3.19 12.08 0 0 0 661 672
f1h_49 f0_152 f0_176 4.2 -4.2 12.69 0 0 0 667 671
f1h_50 f0_120 f0_156 1.7 -1.7 12.11 0 0 0 674 666
f1h_51 f0_79 f0_147 -3.55 3.55 12.81 0 0 0 669 657
f1h_52 f0_44 f0_170 -0.22 0.22 15.02 0 0 0 671 655
f1h_53 f0_98 f0_143 1.12 -1.12 13.76 0 0 0 670 668
f1h_55 f0_138 f0_179 -0.32 0.32 13.7 0 0 0 662 673
f1h_56 f0_143 f0_183 0.45 -0.45 16.4 0 0 0 679 673
