id parent1 parent2 LLRparent1 LLRparent2 LLRpair OHparent1 OHparent2 MEpair SNPd.id.parent1 SNPd.id.parent2
f1h_1 f0_3 f0_169 -0.92 0.92 16.73 0 0 0 815 815
f1h_2 f0_94 f0_185 2.49 -2.49 15.65 0 0 0 815 815
f1h_3 f0_56 f0_170 2.45 -2.45 16.89 0 0 0 815 815
f1h_4 f0_138 f0_190 0.71 -0.71 18.37 0 0 0 815 815
f1h_5 f0_87 f0_196 2.68 -2.68 15.6 0 0 0 815 815
f1h_6 f0_7 f0_188 -4.33 4.33 17.79 0 0 0 815 815
f1h_8 f0_6 f0_190 0.62 -0.62 18.41 0 0 0 815 815
f1h_9 f0_33 f0_76 -0.87 0.87 16.46 0 0 0 815 815
f1h_10 f0_142 f0_182 1.3 -1.3 18.2 0 0 0 815 815
f1h_12 f0_50 f0_152 2.46 -2.46 16.82 0 0 0 815 815
f1h_13 f0_76 f0_81 0.07 -0.07 18.02 0 0 0 815 815
f1h_14 f0_99 f0_160 -0.36 0.36 18.39 0 0 0 815 815
f1h_15 f0_87 f0_155 2.17 -2.17 16.6 0 0 0 815 815
f1h_16 f0_19 f0_86 -2.05 2.05 16.23 0 0 0 815 815
f1h_17 f0_82 f0_107 0.44 -0.44 17.37 0 0 0 815 815
f1h_22 f0_2 f0_11 -0.44 0.44 18.69 0 0 0 815 815
f1h_23 f0_112 f0_161 -1.24 1.24 17.46 0 0 0 815 815
f1h_24 f0_105 f0_148 1.59 -1.59 16.4 0 0 0 815 815
f1h_25 f0_57 f0_155 -0.41 0.41 19.05 0 0 0 815 815
f1h_26 f0_77 f0_184 -2.15 2.15 15.83 0 0 0 815 815
f1h_27 f0_81 f0_111 0.61 -0.61 16.94 0 0 0 815 815
f1h_28 f0_27 f0_194 -0.08 0.08 19.37 0 0 0 815 815
f1h_29 f0_101 f0_158 -1.76 1.76 16.76 0 0 0 815 815
f1h_30 f0_65 f0_80 -1.41 1.41 16.81 0 0 0 815 815
f1h_32 f0_11 f0_47 -2.35 2.35 16.5 0 0 0 815 815
f1h_33 f0_146 f0_158 0.46 -0.46 17.45 0 0 0 815 815
f1h_35 f0_24 f0_115 -2.07 2.07 15.3 0 0 0 815 815
f1h_37 f0_42 f0_174 -2.3 2.3 18.79 0 0 0 815 815
f1h_38 f0_160 f0_168 0.5 -0.5 18.59 0 0 0 815 815
f1h_39 f0_33 f0_118 -0.65 0.65 16.84 0 0 0 815 815
f1h_40 f0_61 f0_139 0.32 -0.32 18 0 0 0 815 815
f1h_41 f0_139 f0_142 -1.16 1.16 17.34 0 0 0 815 815
f1h_42 f0_11 f0_111 0.86 -0.86 17.66 0 0 0 815 815
f1h_44 f0_168 f0_170 -0.22 0.22 17.59 0 0 0 815 815
f1h_45 f0_9 f0_166 4.14 -4.14 17.17 0 0 0 815 815
f1h_47 f0_30 f0_80 -0.31 0.31 17.47 0 0 0 815 815
f1h_48 f0_154 f0_171 -3.35 3.35 15.64 0 0 0 815 815
f1h_49 f0_152 f0_176 3.48 -3.48 17.06 0 0 0 815 815
f1h_50 f0_120 f0_156 2.58 -2.58 14.99 0 0 0 815 815
f1h_51 f0_79 f0_147 -5.39 5.39 14.92 0 0 0 815 815
f1h_52 f0_44 f0_170 1.32 -1.32 17.25 0 0 0 815 815
f1h_53 f0_98 f0_143 2.43 -2.43 16.78 0 0 0 815 815
f1h_54 f0_62 f0_177 -2.17 2.17 17.22 0 0 0 815 815
f1h_55 f0_138 f0_179 0.96 -0.96 16.65 0 0 0 815 815
f1h_56 f0_143 f0_183 1.17 -1.17 19.53 0 0 0 815 815
f1h_57 f0_35 f0_46 -2.86 2.86 15.15 0 0 0 815 815
f1h_58 f0_124 f0_200 -1.13 1.13 17.42 0 0 0 815 815
f1h_59 f0_87 f0_188 1.83 -1.83 16.38 0 0 0 815 815
f1h_60 f0_98 f0_118 -0.92 0.92 19.38 0 0 0 815 815
f1h_62 f0_65 f0_114 -1.4 1.4 17.9 0 0 0 815 815
f1h_64 f0_148 f0_183 1.58 -1.58 16.46 0 0 0 815 815
f1h_65 f0_28 f0_197 -1.69 1.69 15.16 0 0 0 815 815
f1h_66 f0_58 f0_138 -0.5 0.5 16.51 0 0 0 815 815
f1h_68 f0_25 f0_195 -0.18 0.18 16.98 0 0 0 815 815
f1h_69 f0_136 f0_175 0.48 -0.48 17.19 0 0 0 815 815
f1h_70 f0_22 f0_63 0.54 -0.54 17.79 0 0 0 815 815
f1h_72 f0_61 f0_153 1.6 -1.6 17.2 0 0 0 815 815
f1h_73 f0_2 f0_37 -4.06 4.06 16.24 0 0 0 815 815
f1h_74 f0_49 f0_149 -3.88 3.88 16.75 0 0 0 815 815
f1h_75 f0_20 f0_55 0.71 -0.71 17.44 0 0 0 815 815
f1h_76 f0_118 f0_187 -2.2 2.2 16.89 0 0 0 815 815
f1h_77 f0_89 f0_138 -1.84 1.84 17.08 0 0 0 815 815
f1h_78 f0_30 f0_78 -0.48 0.48 17.75 0 0 0 815 815
f1h_79 f0_37 f0_65 -3.7 3.7 17.71 0 0 0 815 815
f1h_81 f0_55 f0_130 5.8 -5.8 14.11 0 0 0 815 815
f1h_82 f0_117 f0_130 -1.76 1.76 18.52 0 0 0 815 815
f1h_83 f0_20 f0_160 2.42 -2.42 15.46 0 0 0 815 815
f1h_84 f0_41 f0_141 -4.33 4.33 14.09 0 0 0 815 815
f1h_85 f0_81 f0_97 -0.44 0.44 17.14 0 0 0 815 815
f1h_86 f0_111 f0_131 2 -2 18.97 0 0 0 815 815
f1h_87 f0_13 f0_178 0.98 -0.98 17.59 0 0 0 815 815
f1h_88 f0_61 f0_184 1.17 -1.17 18.69 0 0 0 815 815
f1h_89 f0_26 f0_83 -0.64 0.64 18.07 0 0 0 815 815
f1h_90 f0_101 f0_170 2.35 -2.35 17.21 0 0 0 815 815
f1h_91 f0_52 f0_134 -1.91 1.91 17.65 0 0 0 815 815
f1h_92 f0_9 f0_94 6.06 -6.06 15.35 0 0 0 815 815
f1h_93 f0_28 f0_160 2.3 -2.3 15.46 0 0 0 815 815
f1h_94 f0_58 f0_82 -1.96 1.96 17.54 0 0 0 815 815
f1h_96 f0_127 f0_182 -0.67 0.67 20.45 0 0 0 815 815
f1h_97 f0_80 f0_82 4.97 -4.97 16.9 0 0 0 815 815
f1h_98 f0_59 f0_160 1.61 -1.61 17.83 0 0 0 815 815
f1h_99 f0_11 f0_200 -3.66 3.66 16.26 0 0 0 815 815
f1h_100 f0_91 f0_144 -0.03 0.03 19 0 0 0 815 815
f1h_102 f0_57 f0_74 1.41 -1.41 16.8 0 0 0 815 815
f1h_104 f0_34 f0_200 -2.96 2.96 14.88 0 0 0 815 815
f1h_105 f0_17 f0_161 -1.05 1.05 17.67 0 0 0 815 815
f1h_106 f0_35 f0_60 -0.72 0.72 17.56 0 0 0 815 815
f1h_107 f0_9 f0_96 -0.16 0.16 18.99 0 0 0 815 815
f1h_108 f0_13 f0_107 2.16 -2.16 18.4 0 0 0 815 815
f1h_111 f0_89 f0_122 -4.9 4.9 16.24 0 0 0 815 815
f1h_112 f0_14 f0_163 -0.9 0.9 16.48 0 0 0 815 815
f1h_113 f0_40 f0_198 -1.01 1.01 19.01 0 0 0 815 815
f1h_114 f0_29 f0_150 1.89 -1.89 17.27 0 0 0 815 815
f1h_116 f0_107 f0_198 -0.51 0.51 18.47 0 0 0 815 815
f1h_118 f0_41 f0_102 -2.67 2.67 16.66 0 0 0 815 815
f1h_119 f0_59 f0_113 -1.99 1.99 17.89 0 0 0 815 815
f1h_120 f0_11 f0_108 -3.98 3.98 15.1 0 0 0 815 815
f1h_123 f0_172 f0_191 2.42 -2.42 17.58 0 0 0 815 815
f1h_124 f0_34 f0_46 0.42 -0.42 17.85 0 0 0 815 815
f1h_125 f0_5 f0_28 -0.26 0.26 17.82 0 0 0 815 815
f1h_126 f0_123 f0_179 0.24 -0.24 18.35 0 0 0 815 815
