id parent1 parent2 LLRparent1 LLRparent2 LLRpair OHparent1 OHparent2 MEpair SNPd.id.parent1 SNPd.id.parent2
f1h_2 f0_94 f0_185 2.54 -2.54 15.62 0 0 0 795 795
f1h_4 f0_138 f0_190 0.72 -0.72 18.41 0 0 0 795 795
f1h_5 f0_87 f0_196 2.68 -2.68 15.57 0 0 0 795 795
f1h_6 f0_7 f0_188 -4.34 4.34 17.74 0 0 0 795 795
f1h_13 f0_76 f0_81 0.11 -0.11 17.95 0 0 0 795 795
f1h_15 f0_87 f0_155 2.21 -2.21 16.59 0 0 0 795 795
f1h_23 f0_112 f0_161 -1.28 1.28 17.46 0 0 0 795 795
f1h_26 f0_77 f0_184 -2.14 2.14 15.79 0 0 0 795 795
f1h_30 f0_65 f0_80 -1.38 1.38 16.84 0 0 0 795 795
f1h_35 f0_24 f0_115 -2.08 2.08 15.29 0 0 0 795 795
f1h_40 f0_61 f0_139 0.36 -0.36 17.97 0 0 0 795 795
f1h_42 f0_11 f0_111 0.79 -0.79 17.69 0 0 0 795 795
f1h_47 f0_30 f0_80 -0.3 0.3 17.49 0 0 0 795 795
f1h_48 f0_154 f0_171 -3.27 3.27 15.63 0 0 0 795 795
f1h_49 f0_152 f0_176 3.48 -3.48 17.05 0 0 0 795 795
f1h_52 f0_44 f0_170 1.31 -1.31 17.26 0 0 0 795 795
f1h_53 f0_98 f0_143 2.43 -2.43 16.79 0 0 0 795 795
f1h_56 f0_143 f0_183 1.22 -1.22 19.5 0 0 0 795 795
f1h_57 f0_35 f0_46 -2.85 2.85 15.15 0 0 0 795 795
f1h_60 f0_98 f0_118 -0.91 0.91 19.41 0 0 0 795 795
f1h_62 f0_65 f0_114 -1.36 1.36 17.9 0 0 0 795 795
f1h_65 f0_28 f0_197 -1.73 1.73 15.11 0 0 0 795 795
f1h_68 f0_25 f0_195 -0.2 0.2 16.98 0 0 0 795 795
f1h_69 f0_136 f0_175 0.47 -0.47 17.19 0 0 0 795 795
f1h_74 f0_49 f0_149 -3.9 3.9 16.72 0 0 0 795 795
f1h_75 f0_20 f0_55 0.74 -0.74 17.43 0 0 0 795 795
f1h_77 f0_89 f0_138 -1.76 1.76 17.09 0 0 0 795 795
f1h_78 f0_30 f0_78 -0.46 0.46 17.76 0 0 0 795 795
f1h_79 f0_37 f0_65 -3.68 3.68 17.69 0 0 0 795 795
f1h_83 f0_20 f0_160 2.43 -2.43 15.41 0 0 0 795 795
f1h_84 f0_41 f0_141 -4.23 4.23 14.13 0 0 0 795 795
f1h_85 f0_81 f0_97 -0.46 0.46 17.13 0 0 0 795 795
f1h_88 f0_61 f0_184 1.12 -1.12 18.67 0 0 0 795 795
f1h_89 f0_26 f0_83 -0.6 0.6 18.07 0 0 0 795 795
f1h_90 f0_101 f0_170 2.29 -2.29 17.17 0 0 0 795 795
f1h_92 f0_9 f0_94 6.01 -6.01 15.39 0 0 0 795 795
f1h_96 f0_127 f0_182 -0.68 0.68 20.54 0 0 0 795 795
f1h_97 f0_80 f0_82 4.99 -4.99 16.91 0 0 0 795 795
f1h_99 f0_11 f0_200 -3.67 3.67 16.26 0 0 0 795 795
