id parent1 parent2 LLRparent1 LLRparent2 LLRpair OHparent1 OHparent2 MEpair SNPd.id.parent1 SNPd.id.parent2
f0_3 f1h_329 f1h_349 0.79 -0.79 1.78 0 0 0 76 76
f0_3 f1h_329 f2_907 0.41 -0.41 2.05 0 0 0 76 76
f0_4 f0_213 f0_715 -0.46 0.46 0.67 0 0 0 76 76
f0_4 f0_213 f1h_369 -0.16 0.16 0.39 0 0 0 76 76
f0_4 f0_213 f1h_433 -0.56 0.56 0.59 0 0 0 76 76
f0_4 f0_213 f1w_423 0.01 -0.01 1.18 0 0 0 76 76
f0_4 f0_213 f1w_493 -0.42 0.42 0.55 0 0 0 76 76
f0_4 f0_213 f2_91 0.22 -0.22 0.65 0 0 0 76 76
f0_4 f0_213 f2_326 -0.03 0.03 0.81 0 0 0 76 76
f0_4 f0_340 f0_599 0.15 -0.15 0.96 0 0 0 76 76
f0_4 f0_340 f0_668 0.42 -0.42 0.73 0 0 0 76 76
f0_4 f0_340 f1h_171 0.23 -0.23 0.94 0 0 0 76 76
f0_4 f0_524 f1h_68 -0.18 0.18 1.23 0 0 0 76 76
f0_4 f0_668 f1h_369 -0.23 0.23 0.73 0 0 0 76 76
f0_4 f0_949 f2_685 0.06 -0.06 0.77 0 0 0 76 76
f0_4 f1h_137 f1h_161 -0.04 0.04 0.63 0 0 0 76 76
f0_4 f1h_161 f2_287 -0.11 0.11 0.64 0 0 0 76 76
f0_4 f1h_161 f2_614 -0.12 0.12 0.96 0 0 0 76 76
f0_4 f1h_161 f2_685 -0.36 0.36 -0.32 0 0 0 76 76
f0_4 f1h_166 f2_326 -0.1 0.1 1.12 0 0 0 76 76
f0_4 f1h_387 f1w_184 -0.02 0.02 1.26 0 0 0 76 76
f0_4 f1h_387 f2_685 0.11 -0.11 0.84 0 0 0 76 76
f0_4 f2_287 f2_685 0.47 -0.47 0.5 0 0 0 76 76
f0_4 f2_685 f2_873 -0.13 0.13 1.03 0 0 0 76 76
f0_5 f0_233 f1h_69 0.68 -0.68 0.34 0 0 0 76 76
f0_5 f0_989 f1h_69 1.41 -1.41 0.75 0 0 0 76 76
f0_5 f1h_69 f1h_158 -0.82 0.82 0.71 0 0 0 76 76
f0_5 f1h_69 f1h_216 -0.18 0.18 0.49 0 0 0 76 76
f0_5 f1h_69 f2_129 -0.45 0.45 0.97 0 0 0 76 76
f0_5 f1h_69 f2_760 -0.73 0.73 0.8 0 0 0 76 76
f0_6 f0_84 f1h_361 0.02 -0.02 0.72 0 0 0 76 76
f0_6 f0_84 f2_180 0.24 -0.24 0.99 0 0 0 76 76
f0_6 f0_147 f2_839 0.04 -0.04 0.93 0 0 0 76 76
f0_6 f0_157 f0_335 0.74 -0.74 0.57 0 0 0 76 76
f0_6 f0_157 f1w_8 -0.01 0.01 1.26 0 0 0 76 76
f0_6 f0_200 f0_335 0.2 -0.2 1.37 0 0 0 76 76
f0_6 f0_200 f1w_8 -0.14 0.14 0.98 0 0 0 76 76
f0_6 f0_335 f2_454 -0.41 0.41 0.92 0 0 0 76 76
f0_6 f0_335 f2_839 -0.33 0.33 0.76 0 0 0 76 76
f0_6 f0_359 f1h_293 -0.18 0.18 1.02 0 0 0 76 76
f0_6 f0_829 f1h_346 0.32 -0.32 0.88 0 0 0 76 76
f0_6 f0_829 f2_25 0.34 -0.34 1.03 0 0 0 76 76
f0_6 f0_829 f2_839 0.2 -0.2 0.72 0 0 0 76 76
f0_6 f1h_46 f1h_346 0.04 -0.04 1.37 0 0 0 76 76
f0_6 f1h_258 f2_839 -0.29 0.29 1.05 0 0 0 76 76
f0_6 f1h_293 f1h_346 0.25 -0.25 1.16 0 0 0 76 76
f0_6 f1h_293 f2_454 -0.26 0.26 0.65 0 0 0 76 76
f0_6 f1h_293 f2_493 -0.13 0.13 1.11 0 0 0 76 76
f0_6 f1h_293 f2_513 -0.25 0.25 0.96 0 0 0 76 76
f0_6 f1h_293 f2_839 -0.4 0.4 0.46 0 0 0 76 76
f0_6 f1h_346 f2_373 -0.4 0.4 1.29 0 0 0 76 76
f0_6 f1h_346 f2_744 -0.4 0.4 0.9 0 0 0 76 76
f0_6 f1h_346 f2_980 -0.68 0.68 0.66 0 0 0 76 76
f0_6 f1h_361 f1h_459 0.74 -0.74 0.49 0 0 0 76 76
f0_6 f1h_361 f1w_8 0.06 -0.06 0.67 0 0 0 76 76
f0_6 f1h_361 f2_25 0.33 -0.33 0.79 0 0 0 76 76
f0_6 f1h_361 f2_373 0.3 -0.3 0.89 0 0 0 76 76
f0_6 f1h_361 f2_493 0.19 -0.19 0.78 0 0 0 76 76
f0_6 f1h_361 f2_513 0.1 -0.1 0.96 0 0 0 76 76
f0_6 f1h_361 f2_744 -0.01 0.01 0.47 0 0 0 76 76
f0_6 f1h_361 f2_839 0.14 -0.14 0.56 0 0 0 76 76
f0_6 f1h_361 f2_980 -0.08 0.08 0.64 0 0 0 76 76
f0_6 f1h_459 f2_771 -0.58 0.58 0.69 0 0 0 76 76
f0_6 f2_25 f2_771 -0.41 0.41 0.84 0 0 0 76 76
f0_6 f2_180 f2_839 0.14 -0.14 0.98 0 0 0 76 76
f0_6 f2_513 f2_771 -0.16 0.16 0.91 0 0 0 76 76
f0_6 f2_744 f2_771 -0.18 0.18 0.72 0 0 0 76 76
f0_6 f2_744 f2_839 0.16 -0.16 0.49 0 0 0 76 76
f0_6 f2_771 f2_839 0.1 -0.1 0.46 0 0 0 76 76
f0_6 f2_771 f2_980 0.08 -0.08 0.76 0 0 0 76 76
f0_6 f2_839 f2_980 -0.14 0.14 0.45 0 0 0 76 76
f0_10 f0_497 f1h_43 0.7 -0.7 0.69 0 0 0 76 76
f0_10 f0_497 f1h_325 0.48 -0.48 0.72 0 0 0 76 76
f0_10 f0_497 f2_566 0.81 -0.81 0.72 0 0 0 76 76
f0_10 f0_503 f1h_361 -0.05 0.05 0.78 0 0 0 76 76
f0_10 f0_503 f1w_27 0.07 -0.07 0.66 0 0 0 76 76
f0_10 f0_510 f2_566 0.32 -0.32 0.94 0 0 0 76 76
f0_10 f0_554 f2_566 0.93 -0.93 0.73 0 0 0 76 76
f0_10 f0_628 f2_566 0.7 -0.7 0.82 0 0 0 76 76
f0_10 f1h_43 f1h_205 0.02 -0.02 0.99 0 0 0 76 76
f0_10 f1h_43 f2_490 -0.29 0.29 1.2 0 0 0 76 76
f0_10 f1h_175 f1h_325 0.11 -0.11 1.39 0 0 0 76 76
f0_10 f1h_175 f2_951 -0.24 0.24 1.19 0 0 0 76 76
f0_10 f1h_205 f1w_27 -0.69 0.69 0.58 0 0 0 76 76
f0_10 f1h_325 f2_837 -0.25 0.25 1.35 0 0 0 76 76
f0_10 f1w_346 f1w_475 0.15 -0.15 -0.45 0 0 1 76 76
f0_10 f2_261 f2_566 1 -1 0.8 0 0 0 76 76
f0_11 f0_416 f1h_215 0.3 -0.3 0.96 0 0 0 76 76
f0_11 f0_660 f1h_215 -0.45 0.45 1.13 0 0 0 76 76
f0_11 f0_805 f1h_215 0.26 -0.26 1.03 0 0 0 76 76
f0_11 f0_828 f1h_264 0.09 -0.09 1.06 0 0 0 76 76
f0_11 f1h_13 f2_171 0 0 0.71 0 0 0 76 76
f0_11 f1h_13 f2_539 -0.11 0.11 0.6 0 0 0 76 76
f0_11 f1h_68 f2_171 -0.64 0.64 0.55 0 0 0 76 76
f0_11 f1h_80 f1w_142 -0.6 0.6 1.07 0 0 0 76 76
f0_11 f1h_80 f1w_438 0.28 -0.28 1.41 0 0 0 76 76
f0_11 f1h_107 f1w_438 0.4 -0.4 0.87 0 0 0 76 76
f0_11 f1h_120 f1h_215 0.11 -0.11 0.87 0 0 0 76 76
f0_11 f1h_120 f1h_264 0.43 -0.43 1.08 0 0 0 76 76
f0_11 f1h_215 f1h_324 -0.34 0.34 0.63 0 0 0 76 76
f0_11 f1h_215 f2_171 -0.22 0.22 0.55 0 0 0 76 76
f0_11 f1h_264 f1w_438 0.54 -0.54 1.09 0 0 0 76 76
f0_11 f1h_264 f2_171 -0.66 0.66 0.44 0 0 0 76 76
f0_11 f1h_303 f2_539 -0.18 0.18 0.5 0 0 0 76 76
f0_11 f1h_429 f2_606 -0.02 0.02 1.24 0 0 0 76 76
f0_11 f1h_450 f1w_142 -0.32 0.32 1.25 0 0 0 76 76
f0_11 f1w_117 f1w_142 0.55 -0.55 0.75 0 0 0 76 76
f0_11 f1w_117 f1w_438 0.79 -0.79 0.18 0 0 0 76 76
f0_11 f1w_142 f2_171 -0.31 0.31 0.75 0 0 0 76 76
f0_11 f1w_142 f2_539 -0.57 0.57 0.54 0 0 0 76 76
f0_11 f1w_438 f2_521 0.3 -0.3 0.72 0 0 0 76 76
f0_11 f1w_438 f2_745 -0.17 0.17 1.2 0 0 0 76 76
f0_11 f2_22 f2_539 -0.38 0.38 0.8 0 0 0 76 76
f0_11 f2_606 f2_745 0.16 -0.16 1.13 0 0 0 76 76
f0_13 f0_341 f1h_67 -0.03 0.03 0.85 0 0 0 76 76
