id parent1 parent2 LLRparent1 LLRparent2 LLRpair OHparent1 OHparent2 MEpair SNPd.id.parent1 SNPd.id.parent2
f1h_2 f0_7 f0_143 6.4 -6.4 186.52 0 0 0 7889 7889
f1h_6 f0_8 f0_161 3.45 -3.45 187.75 0 0 0 7889 7889
f1h_9 f0_108 f0_198 -1.68 1.68 192.43 0 0 0 7889 7889
f1h_16 f0_13 f0_87 -3.15 3.15 195.78 0 0 0 7889 7889
f1h_19 f0_4 f0_119 -10.71 10.71 189.47 0 0 0 7889 7889
f1h_21 f0_2 f0_184 -2.33 2.33 188.12 0 0 0 7889 7889
f1h_23 f0_87 f0_133 0.21 -0.21 192.18 0 0 0 7889 7889
f1h_27 f0_188 f0_194 -11.09 11.09 185.46 0 0 0 7889 7889
f1h_29 f0_22 f0_142 -1.43 1.43 190.7 0 0 0 7889 7889
f1h_33 f0_110 f0_165 -2.83 2.83 191.27 0 0 0 7889 7889
f1h_35 f0_25 f0_47 -2.83 2.83 186.22 0 0 0 7889 7889
f1h_38 f0_2 f0_182 -5.25 5.25 189.91 0 0 0 7889 7889
f1h_41 f0_39 f0_168 4.87 -4.87 190.67 0 0 0 7889 7889
f1h_43 f0_48 f0_65 5.73 -5.73 189.44 0 0 0 7889 7889
f1h_46 f0_88 f0_159 -4.97 4.97 190.11 0 0 0 7889 7889
f1h_48 f0_122 f0_127 -5.2 5.2 189.37 0 0 0 7889 7889
f1h_56 f0_97 f0_174 14.27 -14.27 179.44 0 0 0 7889 7889
f1h_57 f0_95 f0_124 10.39 -10.39 186.4 0 0 0 7889 7889
f1h_68 f0_74 f0_118 3.52 -3.52 189.94 0 0 0 7889 7889
f1h_79 f0_24 f0_67 -1.19 1.19 194.34 0 0 0 7889 7889
f1h_89 f0_43 f0_132 -5.39 5.39 189.14 0 0 0 7889 7889
f1h_94 f0_44 f0_170 -9.15 9.15 182.27 0 0 0 7889 7889
f1h_111 f0_114 f0_167 -5.4 5.4 184.72 0 0 0 7889 7889
f1h_112 f0_124 f0_134 -4.43 4.43 192.95 0 0 0 7889 7889
f1h_114 f0_96 f0_102 8.05 -8.05 190.7 0 0 0 7889 7889
f1h_115 f0_38 f0_156 5.08 -5.08 190.5 0 0 0 7889 7889
f1h_117 f0_12 f0_56 9.14 -9.14 185.55 0 0 0 7889 7889
f1h_121 f0_57 f0_89 4.77 -4.77 184.1 0 0 0 7889 7889
f1h_140 f0_31 f0_94 17.72 -17.72 186.47 0 0 0 7889 7889
f1h_146 f0_118 f0_146 -14.44 14.44 183.4 0 0 0 7889 7889
f1h_150 f0_7 f0_195 -10.15 10.15 187.09 0 0 0 7889 7889
f1h_151 f0_169 f0_172 0.69 -0.69 195.52 0 0 0 7889 7889
f1h_155 f0_1 f0_91 -0.29 0.29 191.62 0 0 0 7889 7889
f1h_157 f0_46 f0_47 3.93 -3.93 185.98 0 0 0 7889 7889
f1h_158 f0_147 f0_158 -5.09 5.09 189 0 0 0 7889 7889
f1h_166 f0_95 f0_97 4.28 -4.28 190.38 0 0 0 7889 7889
f1h_171 f0_170 f0_182 0.13 -0.13 195.23 0 0 0 7889 7889
f1h_172 f0_9 f0_33 6.18 -6.18 195.01 0 0 0 7889 7889
f1h_173 f0_20 f0_137 3.3 -3.3 190.87 0 0 0 7889 7889
f1h_174 f0_52 f0_111 -12.56 12.56 186.02 0 0 0 7889 7889
f1h_176 f0_19 f0_120 4.35 -4.35 183.94 0 0 0 7889 7889
f1h_179 f0_61 f0_173 -6.42 6.42 186.29 0 0 0 7889 7889
f1h_192 f0_60 f0_175 -1.49 1.49 187.16 0 0 0 7889 7889
f1h_204 f0_29 f0_115 -16.58 16.58 182.12 0 0 0 7889 7889
f1h_205 f0_8 f0_125 6.39 -6.39 188.49 0 0 0 7889 7889
f1h_208 f0_14 f0_198 1.37 -1.37 194.23 0 0 0 7889 7889
f1h_215 f0_185 f0_190 2.09 -2.09 186.02 0 0 0 7889 7889
f1h_220 f0_72 f0_166 1.87 -1.87 189.79 0 0 0 7889 7889
f1h_222 f0_175 f0_196 0.7 -0.7 191.36 0 0 0 7889 7889
f1h_223 f0_1 f0_36 -4 4 193.54 0 0 0 7889 7889
f1h_227 f0_32 f0_74 -0.02 0.02 187.27 0 0 0 7889 7889
f1h_233 f0_159 f0_195 0.94 -0.94 191.55 0 0 0 7889 7889
f1h_236 f0_18 f0_193 -6.12 6.12 192.31 0 0 0 7889 7889
f1h_240 f0_134 f0_178 3.09 -3.09 187.45 0 0 0 7889 7889
f1h_250 f0_67 f0_189 -0.27 0.27 188.32 0 0 0 7889 7889
f1h_253 f0_10 f0_151 -3.04 3.04 191.73 0 0 0 7889 7889
f1h_255 f0_22 f0_133 2.15 -2.15 193.39 0 0 0 7889 7889
f1h_260 f0_110 f0_133 -9.98 9.98 189.88 0 0 0 7889 7889
f1h_262 f0_62 f0_150 -5.38 5.38 195.47 0 0 0 7889 7889
f1h_287 f0_44 f0_96 -10.72 10.72 189.32 0 0 0 7889 7889
f1h_288 f0_177 f0_194 1.4 -1.4 190.99 0 0 0 7889 7889
f1h_292 f0_96 f0_194 -5.79 5.79 185.5 0 0 0 7889 7889
f1h_294 f0_35 f0_190 14.35 -14.35 183.51 0 0 0 7889 7889
f1h_296 f0_40 f0_184 2.21 -2.21 191.55 0 0 0 7889 7889
f1h_298 f0_68 f0_173 0.26 -0.26 187.14 0 0 0 7889 7889
f1h_303 f0_26 f0_193 20.65 -20.65 176.34 0 0 0 7889 7889
f1h_305 f0_103 f0_129 -5.9 5.9 189.32 0 0 0 7889 7889
f1h_312 f0_92 f0_95 -8.91 8.91 186.11 0 0 0 7889 7889
f1h_316 f0_132 f0_165 8.35 -8.35 187.28 0 0 0 7889 7889
f1h_334 f0_85 f0_163 3.91 -3.91 193.33 0 0 0 7889 7889
f1h_335 f0_13 f0_53 -13.41 13.41 184.33 0 0 0 7889 7889
f1h_345 f0_128 f0_150 0.37 -0.37 196.49 0 0 0 7889 7889
f1h_352 f0_79 f0_142 1.08 -1.08 186.42 0 0 0 7889 7889
f1h_365 f0_51 f0_165 -0.98 0.98 193.89 0 0 0 7889 7889
f1h_370 f0_30 f0_162 -1.66 1.66 188.71 0 0 0 7889 7889
f1h_379 f0_19 f0_71 2.15 -2.15 187.97 0 0 0 7889 7889
f1h_380 f0_105 f0_110 7.07 -7.07 184.16 0 0 0 7889 7889
f1h_388 f0_79 f0_128 -2.2 2.2 188.21 0 0 0 7889 7889
f1h_390 f0_43 f0_47 -0.9 0.9 193.39 0 0 0 7889 7889
f1h_392 f0_1 f0_19 -4.64 4.64 176.63 0 0 0 7889 7889
f1h_396 f0_106 f0_177 6.83 -6.83 189.5 0 0 0 7889 7889
f1h_399 f0_66 f0_150 4.63 -4.63 193.8 0 0 0 7889 7889
f1h_403 f0_45 f0_170 0.48 -0.48 190.16 0 0 0 7889 7889
f1h_406 f0_84 f0_101 8.08 -8.08 185.99 0 0 0 7889 7889
f1h_408 f0_78 f0_109 -12.32 12.32 187.04 0 0 0 7889 7889
f1h_414 f0_129 f0_189 -8.41 8.41 180.7 0 0 0 7889 7889
f1h_416 f0_122 f0_153 2.49 -2.49 191.62 0 0 0 7889 7889
f1h_417 f0_69 f0_175 -2.9 2.9 189.95 0 0 0 7889 7889
f1h_425 f0_166 f0_186 -11.09 11.09 189.56 0 0 0 7889 7889
f1h_428 f0_12 f0_140 5.21 -5.21 186.89 0 0 0 7889 7889
f1h_429 f0_51 f0_161 -15.46 15.46 186.03 0 0 0 7889 7889
f1h_433 f0_99 f0_175 -0.44 0.44 191.31 0 0 0 7889 7889
f1h_437 f0_44 f0_91 -1.99 1.99 188.5 0 0 0 7889 7889
f1h_438 f0_46 f0_163 -3.7 3.7 188.03 0 0 0 7889 7889
f1h_439 f0_11 f0_28 4.94 -4.94 183.37 0 0 0 7889 7889
f1h_444 f0_43 f0_132 1.81 -1.81 190.28 0 0 0 7889 7889
f1h_445 f0_29 f0_39 -14.46 14.46 187.74 0 0 0 7889 7889
f1h_447 f0_175 f0_181 -1.46 1.46 193.57 0 0 0 7889 7889
f1h_453 f0_18 f0_167 4.57 -4.57 188.6 0 0 0 7889 7889
f1h_456 f0_24 f0_45 -0.28 0.28 192.89 0 0 0 7889 7889
f1h_459 f0_38 f0_113 2.28 -2.28 198.53 0 0 0 7889 7889
f1h_464 f0_43 f0_101 -12.83 12.83 183.86 0 0 0 7889 7889
f1h_468 f0_76 f0_163 -0.65 0.65 189.64 0 0 0 7889 7889
f1h_471 f0_11 f0_113 15.51 -15.51 183.59 0 0 0 7889 7889
f1h_473 f0_107 f0_161 -5.21 5.21 193.47 0 0 0 7889 7889
f1h_481 f0_57 f0_67 -9.85 9.85 183.19 0 0 0 7889 7889
f1h_485 f0_46 f0_169 -10.84 10.84 186.08 0 0 0 7889 7889
f1h_488 f0_5 f0_157 -7.66 7.66 188.42 0 0 0 7889 7889
f1h_489 f0_12 f0_45 3.55 -3.55 188.32 0 0 0 7889 7889
f1h_498 f0_184 f0_187 0.43 -0.43 182.72 0 0 0 7889 7889
f1w_30 f0_379 f0_674 1.13 -1.13 188.82 0 0 0 7889 7889
f1w_133 f0_758 f0_970 2.43 -2.43 190.46 0 0 0 7889 7889
f1w_330 f0_696 f0_771 -10.57 10.57 189.5 0 0 0 7889 7889
f1w_390 f0_257 f0_836 0.04 -0.04 196.96 0 0 0 7889 7889
f1w_489 f0_655 f0_944 4.8 -4.8 187.13 0 0 0 7889 7889
f2_298 f1h_379 f1h_445 10.19 -10.19 188.58 0 0 0 7889 7889
f2_333 f1w_67 f1w_327 -3.97 3.97 191.53 0 0 0 7889 7889
f2_548 f1w_322 f1w_352 -2.39 2.39 189.83 0 0 0 7889 7889
f2_561 f1h_57 f1w_500 9.04 -9.04 193.21 0 0 0 7889 7889
f2_587 f1h_260 f1h_316 -11.2 11.2 189.29 0 0 0 7889 7889
f2_697 f1w_102 f1w_466 13.25 -13.25 177.76 0 0 0 7889 7889
f2_723 f1h_6 f1h_151 -0.77 0.77 198.38 0 0 0 7889 7889
f2_760 f1h_33 f1h_205 -3.16 3.16 187.43 0 0 0 7889 7889
f2_788 f1h_481 f1w_192 -10.71 10.71 185.39 0 0 0 7889 7889
f2_889 f1h_33 f1w_174 10.72 -10.72 185.46 0 0 0 7889 7889
f2_905 f1h_204 f1w_192 2.02 -2.02 191.98 0 0 0 7889 7889
