id parent1 parent2 LLRparent1 LLRparent2 LLRpair OHparent1 OHparent2 MEpair SNPd.id.parent1 SNPd.id.parent2
f1h_2 f0_13 f0_29 -4.92 4.92 92.45 0 0 0 4022 4022
f1h_3 f0_10 f0_140 2.66 -2.66 93.67 0 0 0 4022 4022
f1h_4 f0_7 f0_35 -3.97 3.97 91.19 0 0 0 4022 4022
f1h_7 f0_162 f0_176 -1.45 1.45 90.63 0 0 0 4022 4022
f1h_9 f0_3 f0_36 0.51 -0.51 91.11 0 0 0 4022 4022
f1h_10 f0_72 f0_165 -4.68 4.68 92.74 0 0 0 4022 4022
f1h_11 f0_14 f0_34 -2.33 2.33 96.06 0 0 0 4022 4022
f1h_16 f0_27 f0_107 4.57 -4.57 96.45 0 0 0 4022 4022
f1h_17 f0_76 f0_176 -1.86 1.86 89.17 0 0 0 4022 4022
f1h_18 f0_1 f0_6 -12.15 12.15 86.4 0 0 0 4022 4022
f1h_19 f0_68 f0_153 -0.03 0.03 91.93 0 0 0 4022 4022
f1h_23 f0_15 f0_37 2.29 -2.29 99.91 0 0 0 4022 4022
f1h_25 f0_68 f0_137 2.8 -2.8 94.71 0 0 0 4022 4022
f1h_26 f0_6 f0_171 6.6 -6.6 88.7 0 0 0 4022 4022
f1h_29 f0_144 f0_186 -0.05 0.05 97.49 0 0 0 4022 4022
f1h_32 f0_16 f0_86 0.86 -0.86 96.46 0 0 0 4022 4022
f1h_35 f0_48 f0_163 -1.57 1.57 97.88 0 0 0 4022 4022
f1h_41 f0_24 f0_192 -3.29 3.29 98.6 0 0 0 4022 4022
f1h_43 f0_120 f0_148 1.67 -1.67 94.44 0 0 0 4022 4022
f1h_46 f0_40 f0_175 -5.85 5.85 93.58 0 0 0 4022 4022
f1h_48 f0_38 f0_71 -3.81 3.81 98.15 0 0 0 4022 4022
f1h_50 f0_78 f0_113 14.79 -14.79 89.11 0 0 0 4022 4022
f1h_53 f0_95 f0_100 6.21 -6.21 91.44 0 0 0 4022 4022
f1h_56 f0_47 f0_57 -6.67 6.67 93.45 0 0 0 4022 4022
f1h_59 f0_99 f0_112 4.9 -4.9 94.29 0 0 0 4022 4022
f1h_60 f0_133 f0_162 -2.25 2.25 96.94 0 0 0 4022 4022
f1h_67 f0_109 f0_168 -10.03 10.03 90.16 0 0 0 4022 4022
f1h_70 f0_121 f0_183 -4.46 4.46 92.21 0 0 0 4022 4022
