ID1 ID2 TopRel LLR OH BirthYear1 BirthYear2 AgeDif Sex1 Sex2 SNPdBoth
f0_191 f1h_226 PO 30.37 0 NA NA NA 3 3 3926
f1h_157 f2_640 PO 30.21 0 NA NA NA 3 3 3926
f0_190 f1h_169 PO 30.03 0 NA NA NA 3 3 3926
f0_470 f1w_400 PO 29.79 0 NA NA NA 3 3 3926
f0_572 f1w_476 PO 29.77 0 NA NA NA 3 3 3926
f0_114 f1h_324 PO 29.67 0 NA NA NA 3 3 3926
f1h_60 f2_214 PO 29.63 0 NA NA NA 3 3 3926
f0_39 f1h_157 PO 29.62 0 NA NA NA 3 3 3926
f0_194 f1h_373 PO 29.1 0 NA NA NA 3 3 3926
f0_13 f1h_2 PO 29.09 0 NA NA NA 3 3 3926
f1h_342 f2_486 PO 29.06 0 NA NA NA 3 3 3926
f1h_342 f2_187 PO 29.05 0 NA NA NA 3 3 3926
f0_75 f1h_191 PO 28.98 0 NA NA NA 3 3 3926
f1h_399 f2_799 PO 28.96 0 NA NA NA 3 3 3926
f0_179 f1h_314 PO 28.88 0 NA NA NA 3 3 3926
f0_144 f1h_29 PO 28.84 0 NA NA NA 3 3 3926
f0_999 f1w_135 PO 28.84 0 NA NA NA 3 3 3926
f0_44 f1h_399 PO 28.77 0 NA NA NA 3 3 3926
f0_98 f1h_275 PO 28.74 0 NA NA NA 3 3 3926
f0_178 f1h_202 PO 28.72 0 NA NA NA 3 3 3926
f0_138 f1h_486 PO 28.63 0 NA NA NA 3 3 3926
f0_73 f1h_91 PO 28.63 0 NA NA NA 3 3 3926
f0_22 f1h_130 PO 28.55 0 NA NA NA 3 3 3926
f0_228 f1w_438 PO 28.54 0 NA NA NA 3 3 3926
f0_274 f1w_393 PO 28.45 0 NA NA NA 3 3 3926
f0_72 f1h_10 PO 28.44 0 NA NA NA 3 3 3926
f0_94 f1h_190 PO 28.43 0 NA NA NA 3 3 3926
f1w_149 f2_295 PO 28.39 0 NA NA NA 3 3 3926
f1h_186 f2_952 PO 28.3 0 NA NA NA 3 3 3926
f0_25 f1h_180 PO 28.27 0 NA NA NA 3 3 3926
f1h_180 f2_157 PO 28.19 0 NA NA NA 3 3 3926
f1w_247 f2_963 PO 28.15 0 NA NA NA 3 3 3926
f0_978 f1w_288 PO 28.12 0 NA NA NA 3 3 3926
f1h_35 f2_769 PO 28.06 0 NA NA NA 3 3 3926
f1h_230 f2_756 PO 27.99 0 NA NA NA 3 3 3926
f0_197 f1h_294 PO 27.83 0 NA NA NA 3 3 3926
f1h_254 f2_16 PO 27.81 0 NA NA NA 3 3 3926
f0_47 f1h_437 PO 27.79 0 NA NA NA 3 3 3926
f1w_277 f2_235 PO 27.73 0 NA NA NA 3 3 3926
f0_473 f1w_262 PO 27.72 0 NA NA NA 3 3 3926
f0_126 f1h_91 PO 27.71 0 NA NA NA 3 3 3926
f0_100 f1h_230 PO 27.69 0 NA NA NA 3 3 3926
f0_162 f1h_60 PO 27.68 0 NA NA NA 3 3 3926
f0_24 f1h_71 PO 27.65 0 NA NA NA 3 3 3926
f0_150 f1h_485 PO 27.63 0 NA NA NA 3 3 3926
f0_191 f1h_366 PO 27.58 0 NA NA NA 3 3 3926
f0_121 f1h_275 PO 27.54 0 NA NA NA 3 3 3926
f0_120 f1h_43 PO 27.54 0 NA NA NA 3 3 3926
f1w_1 f2_855 PO 27.52 0 NA NA NA 3 3 3926
f0_144 f1h_324 PO 27.47 0 NA NA NA 3 3 3926
f0_248 f1w_381 PO 27.47 0 NA NA NA 3 3 3926
f0_77 f1h_369 PO 27.46 0 NA NA NA 3 3 3926
f0_627 f1w_335 PO 27.43 0 NA NA NA 3 3 3926
f0_61 f1h_448 PO 27.35 0 NA NA NA 3 3 3926
f0_85 f1h_373 PO 27.31 0 NA NA NA 3 3 3926
f1h_244 f2_902 PO 27.31 0 NA NA NA 3 3 3926
f0_73 f1h_136 PO 27.25 0 NA NA NA 3 3 3926
f1h_35 f2_402 PO 27.21 0 NA NA NA 3 3 3926
f0_154 f1h_221 PO 27.14 0 NA NA NA 3 3 3926
f0_196 f1h_313 PO 27.14 0 NA NA NA 3 3 3926
f1h_122 f2_916 PO 27.14 0 NA NA NA 3 3 3926
f0_141 f1h_122 PO 27.13 0 NA NA NA 3 3 3926
f0_831 f1w_48 PO 27.13 0 NA NA NA 3 3 3926
f0_22 f1h_364 PO 27.05 0 NA NA NA 3 3 3926
f1h_136 f2_824 PO 27.03 0 NA NA NA 3 3 3926
f1w_451 f2_7 PO 27.01 0 NA NA NA 3 3 3926
f0_3 f1h_9 PO 26.97 0 NA NA NA 3 3 3926
f1w_368 f2_699 PO 26.97 0 NA NA NA 3 3 3926
f1h_438 f2_357 PO 26.96 0 NA NA NA 3 3 3926
f1w_263 f2_36 PO 26.96 0 NA NA NA 3 3 3926
f0_98 f1h_415 PO 26.92 0 NA NA NA 3 3 3926
f0_37 f1h_465 PO 26.88 0 NA NA NA 3 3 3926
f0_483 f1w_26 PO 26.86 0 NA NA NA 3 3 3926
f0_7 f1h_411 PO 26.81 0 NA NA NA 3 3 3926
f0_91 f1h_368 PO 26.8 0 NA NA NA 3 3 3926
f0_141 f1h_412 PO 26.8 0 NA NA NA 3 3 3926
